case_id,target_k,global_index,eligible_row,resp,arc_extracted,inside_len
s_oyster_4,13,1792,1792,0.9999976637702451,True,5
s_oyster_4,13,5655,5655,0.9999975832366418,False,0
s_oyster_4,13,3236,3236,0.999997090368991,True,6
s_oyster_4,13,1155,1155,0.9999968643962509,True,4
s_oyster_4,13,2591,2591,0.9999968457217402,True,10
s_oyster_4,13,309,309,0.9999968420561186,True,9
s_oyster_4,13,3912,3912,0.9999968391701305,True,6
s_oyster_4,13,2704,2704,0.9999962862958576,True,33
s_oyster_4,13,7276,7276,0.9999954709638205,True,6
s_oyster_4,13,6049,6049,0.9999953781968369,True,5
s_oyster_4,13,8088,8088,0.9999953051339436,True,7
s_oyster_4,13,9975,9975,0.9999953038898745,True,6
s_oyster_4,13,2954,2954,0.9999952185249357,True,10
s_oyster_4,13,4126,4126,0.9999950264172859,True,14
s_oyster_4,13,463,463,0.9999949905633363,True,10
s_oyster_4,13,7353,7353,0.9999949819967918,True,11
s_oyster_4,13,9078,9078,0.9999949329882917,True,6
s_oyster_4,13,4180,4180,0.9999949274554656,True,6
s_oyster_4,13,2036,2036,0.9999948479368176,True,5
s_oyster_4,13,690,690,0.9999947597276302,True,11
s_oyster_4,13,8401,8401,0.999994641051763,True,15
s_oyster_4,13,7541,7541,0.99999419879572,True,7
s_oyster_4,13,7488,7488,0.9999938679555812,True,4
s_oyster_4,13,6194,6194,0.9999936130490609,True,12
s_oyster_4,13,9838,9838,0.9999935918077206,True,5
