case_id,target_k,global_index,eligible_row,resp,arc_extracted,inside_len
s_bird_350,24,3624,3624,0.501586885221181,True,3
s_bird_350,24,1814,1814,0.5015744477521286,True,3
s_bird_350,24,6557,6557,0.5014635297565874,True,3
s_bird_350,24,6542,6542,0.5014500173076728,True,3
s_bird_350,24,7972,7972,0.5014142437595576,True,4
s_bird_350,24,5497,5497,0.5013838005945651,True,3
s_bird_350,24,4733,4733,0.5013810436508896,True,3
s_bird_350,24,93,93,0.5013810084155365,True,4
s_bird_350,24,3211,3211,0.5013393476068451,True,4
s_bird_350,24,4891,4891,0.50133629512723,True,4
s_bird_350,24,5619,5619,0.5013169728813758,True,3
s_bird_350,24,7798,7798,0.501312854987195,True,3
s_bird_350,24,3823,3823,0.5013010508061642,True,3
s_bird_350,24,7318,7318,0.5013003379475167,True,4
s_bird_350,24,774,774,0.5012925664749455,True,4
s_bird_350,24,8955,8955,0.5012828774527949,True,4
s_bird_350,24,72,72,0.5012633651076009,True,4
s_bird_350,24,1060,1060,0.5012633651076009,True,4
s_bird_350,24,1310,1310,0.5012633651076009,True,4
s_bird_350,24,4087,4087,0.5012563043506169,True,4
s_bird_350,24,7618,7618,0.5012406474751671,True,4
s_bird_350,24,8363,8363,0.5012227936092724,True,4
s_bird_350,24,5362,5362,0.5012127063285885,True,4
s_bird_350,24,2078,2078,0.5012127063285885,True,4
s_bird_350,24,9432,9432,0.5012124702999853,True,3
