model_type,n,mean,sd,median,min,max
resnet50_geirhos_tl,2560,2.0481537954183295,2.0942639992399994,1.524291753768921,-1.9858455657958984,9.869479298591614
resnet50_tl_20250829,2560,17.32192613184452,21.609132048048668,7.007041931152344,-0.2754974365234375,95.394775390625
