case_id,prefix,model_type,cluster_rank,target_k,selected_member_position,global_index,eligible_row,resp,n_shapes_in_cluster,base_grid,source_top10_jsonl,source_shapes_npz,source_occluder_config,output_png,status,error
ns_lion_350,texture,resnet50_tl_20250829,1.0,50.0,0,4335.0,4335.0,0.9999735820068733,25.0,256.0,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_tl_20250829/size_32/ns_lion_350/top10_clusters.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_lion_350/resnet50_tl_20250829/size_32/generated/shapes_xy.npz,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_lion_350/resnet50_tl_20250829/size_32/generated/source_occluder_config.json,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/representative_shape_plots_size32/texture_ns_lion_350_representative.png,ok,
ns_lion_560,texture,resnet50_tl_20250829,1.0,2.0,0,1144.0,1144.0,0.16186265111416992,25.0,256.0,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_tl_20250829/size_32/ns_lion_560/top10_clusters.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_lion_560/resnet50_tl_20250829/size_32/generated/shapes_xy.npz,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_lion_560/resnet50_tl_20250829/size_32/generated/source_occluder_config.json,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/representative_shape_plots_size32/texture_ns_lion_560_representative.png,ok,
ns_lion_650,texture,resnet50_tl_20250829,1.0,69.0,0,847.0,847.0,0.9994155755664165,25.0,256.0,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_tl_20250829/size_32/ns_lion_650/top10_clusters.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_lion_650/resnet50_tl_20250829/size_32/generated/shapes_xy.npz,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_lion_650/resnet50_tl_20250829/size_32/generated/source_occluder_config.json,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/representative_shape_plots_size32/texture_ns_lion_650_representative.png,ok,
ns_lion_780,texture,resnet50_tl_20250829,1.0,10.0,0,15.0,15.0,0.9846995227395947,25.0,256.0,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_tl_20250829/size_32/ns_lion_780/top10_clusters.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_lion_780/resnet50_tl_20250829/size_32/generated/shapes_xy.npz,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_lion_780/resnet50_tl_20250829/size_32/generated/source_occluder_config.json,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/representative_shape_plots_size32/texture_ns_lion_780_representative.png,ok,
ns_lion_801,texture,resnet50_tl_20250829,1.0,20.0,0,627.0,627.0,0.9991256462053337,25.0,256.0,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_tl_20250829/size_32/ns_lion_801/top10_clusters.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_lion_801/resnet50_tl_20250829/size_32/generated/shapes_xy.npz,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_lion_801/resnet50_tl_20250829/size_32/generated/source_occluder_config.json,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/representative_shape_plots_size32/texture_ns_lion_801_representative.png,ok,
s_bird_111,texture,resnet50_tl_20250829,1.0,0.0,0,1617.0,1617.0,0.0170849848583327,25.0,256.0,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_tl_20250829/size_32/s_bird_111/top10_clusters.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_bird_111/resnet50_tl_20250829/size_32/generated/shapes_xy.npz,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_bird_111/resnet50_tl_20250829/size_32/generated/source_occluder_config.json,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/representative_shape_plots_size32/texture_s_bird_111_representative.png,ok,
s_bird_117,texture,resnet50_tl_20250829,1.0,0.0,0,925.0,925.0,0.019441363853864538,25.0,256.0,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_tl_20250829/size_32/s_bird_117/top10_clusters.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_bird_117/resnet50_tl_20250829/size_32/generated/shapes_xy.npz,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_bird_117/resnet50_tl_20250829/size_32/generated/source_occluder_config.json,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/representative_shape_plots_size32/texture_s_bird_117_representative.png,ok,
s_bird_132,texture,resnet50_tl_20250829,1.0,26.0,0,1853.0,1853.0,0.6513226157458283,25.0,256.0,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_tl_20250829/size_32/s_bird_132/top10_clusters.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_bird_132/resnet50_tl_20250829/size_32/generated/shapes_xy.npz,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_bird_132/resnet50_tl_20250829/size_32/generated/source_occluder_config.json,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/representative_shape_plots_size32/texture_s_bird_132_representative.png,ok,
s_bird_136,texture,resnet50_tl_20250829,1.0,7.0,0,2375.0,2375.0,0.24645987763854255,25.0,256.0,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_tl_20250829/size_32/s_bird_136/top10_clusters.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_bird_136/resnet50_tl_20250829/size_32/generated/shapes_xy.npz,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_bird_136/resnet50_tl_20250829/size_32/generated/source_occluder_config.json,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/representative_shape_plots_size32/texture_s_bird_136_representative.png,ok,
s_bird_137,texture,resnet50_tl_20250829,1.0,0.0,0,5146.0,5146.0,0.012932921982272314,25.0,256.0,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_tl_20250829/size_32/s_bird_137/top10_clusters.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_bird_137/resnet50_tl_20250829/size_32/generated/shapes_xy.npz,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_bird_137/resnet50_tl_20250829/size_32/generated/source_occluder_config.json,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/representative_shape_plots_size32/texture_s_bird_137_representative.png,ok,
s_bird_212,texture,resnet50_tl_20250829,1.0,22.0,0,2823.0,2823.0,0.9808295252103778,25.0,256.0,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_tl_20250829/size_32/s_bird_212/top10_clusters.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_bird_212/resnet50_tl_20250829/size_32/generated/shapes_xy.npz,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_bird_212/resnet50_tl_20250829/size_32/generated/source_occluder_config.json,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/representative_shape_plots_size32/texture_s_bird_212_representative.png,ok,
s_bird_350,texture,resnet50_tl_20250829,1.0,45.0,0,7887.0,7887.0,0.988277235907706,25.0,256.0,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_tl_20250829/size_32/s_bird_350/top10_clusters.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_bird_350/resnet50_tl_20250829/size_32/generated/shapes_xy.npz,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_bird_350/resnet50_tl_20250829/size_32/generated/source_occluder_config.json,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/representative_shape_plots_size32/texture_s_bird_350_representative.png,ok,
s_butterfly_11,texture,resnet50_tl_20250829,1.0,25.0,0,7686.0,7686.0,1.0,25.0,256.0,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_tl_20250829/size_32/s_butterfly_11/top10_clusters.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_butterfly_11/resnet50_tl_20250829/size_32/generated/shapes_xy.npz,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_butterfly_11/resnet50_tl_20250829/size_32/generated/source_occluder_config.json,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/representative_shape_plots_size32/texture_s_butterfly_11_representative.png,ok,
s_butterfly_144,texture,resnet50_tl_20250829,1.0,1.0,0,9135.0,9135.0,0.03585480146605141,25.0,256.0,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_tl_20250829/size_32/s_butterfly_144/top10_clusters.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_butterfly_144/resnet50_tl_20250829/size_32/generated/shapes_xy.npz,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_butterfly_144/resnet50_tl_20250829/size_32/generated/source_occluder_config.json,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/representative_shape_plots_size32/texture_s_butterfly_144_representative.png,ok,
s_butterfly_350,texture,resnet50_tl_20250829,1.0,4.0,0,23.0,23.0,0.9958700912737138,25.0,256.0,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_tl_20250829/size_32/s_butterfly_350/top10_clusters.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_butterfly_350/resnet50_tl_20250829/size_32/generated/shapes_xy.npz,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_butterfly_350/resnet50_tl_20250829/size_32/generated/source_occluder_config.json,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/representative_shape_plots_size32/texture_s_butterfly_350_representative.png,ok,
s_butterfly_560,texture,resnet50_tl_20250829,1.0,4.0,0,7405.0,7405.0,0.06062379912496224,25.0,256.0,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_tl_20250829/size_32/s_butterfly_560/top10_clusters.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_butterfly_560/resnet50_tl_20250829/size_32/generated/shapes_xy.npz,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_butterfly_560/resnet50_tl_20250829/size_32/generated/source_occluder_config.json,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/representative_shape_plots_size32/texture_s_butterfly_560_representative.png,ok,
s_fish_350,texture,resnet50_tl_20250829,1.0,3.0,0,431.0,431.0,0.9999999835169435,25.0,256.0,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_tl_20250829/size_32/s_fish_350/top10_clusters.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_fish_350/resnet50_tl_20250829/size_32/generated/shapes_xy.npz,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_fish_350/resnet50_tl_20250829/size_32/generated/source_occluder_config.json,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/representative_shape_plots_size32/texture_s_fish_350_representative.png,ok,
s_fish_4,texture,resnet50_tl_20250829,1.0,76.0,0,8066.0,8066.0,1.0,25.0,256.0,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_tl_20250829/size_32/s_fish_4/top10_clusters.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_fish_4/resnet50_tl_20250829/size_32/generated/shapes_xy.npz,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_fish_4/resnet50_tl_20250829/size_32/generated/source_occluder_config.json,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/representative_shape_plots_size32/texture_s_fish_4_representative.png,ok,
s_fish_500,texture,resnet50_tl_20250829,1.0,40.0,0,1058.0,1058.0,0.9944225460054951,25.0,256.0,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_tl_20250829/size_32/s_fish_500/top10_clusters.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_fish_500/resnet50_tl_20250829/size_32/generated/shapes_xy.npz,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_fish_500/resnet50_tl_20250829/size_32/generated/source_occluder_config.json,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/representative_shape_plots_size32/texture_s_fish_500_representative.png,ok,
s_fish_600,texture,resnet50_tl_20250829,1.0,1.0,0,7287.0,7287.0,0.9338225692964158,25.0,256.0,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_tl_20250829/size_32/s_fish_600/top10_clusters.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_fish_600/resnet50_tl_20250829/size_32/generated/shapes_xy.npz,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_fish_600/resnet50_tl_20250829/size_32/generated/source_occluder_config.json,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/representative_shape_plots_size32/texture_s_fish_600_representative.png,ok,
s_fish_700,texture,resnet50_tl_20250829,1.0,4.0,0,5210.0,5210.0,0.9923280335399918,25.0,256.0,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_tl_20250829/size_32/s_fish_700/top10_clusters.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_fish_700/resnet50_tl_20250829/size_32/generated/shapes_xy.npz,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_fish_700/resnet50_tl_20250829/size_32/generated/source_occluder_config.json,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/representative_shape_plots_size32/texture_s_fish_700_representative.png,ok,
s_fish_800,texture,resnet50_tl_20250829,1.0,30.0,0,9460.0,9460.0,0.5166438844068227,25.0,256.0,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_tl_20250829/size_32/s_fish_800/top10_clusters.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_fish_800/resnet50_tl_20250829/size_32/generated/shapes_xy.npz,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_fish_800/resnet50_tl_20250829/size_32/generated/source_occluder_config.json,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/representative_shape_plots_size32/texture_s_fish_800_representative.png,ok,
s_fish_900,texture,resnet50_tl_20250829,1.0,4.0,0,22.0,22.0,0.994003891318457,25.0,256.0,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_tl_20250829/size_32/s_fish_900/top10_clusters.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_fish_900/resnet50_tl_20250829/size_32/generated/shapes_xy.npz,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_fish_900/resnet50_tl_20250829/size_32/generated/source_occluder_config.json,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/representative_shape_plots_size32/texture_s_fish_900_representative.png,ok,
s_oyster_350,texture,resnet50_tl_20250829,1.0,0.0,0,7315.0,7315.0,0.10036850607560464,25.0,256.0,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_tl_20250829/size_32/s_oyster_350/top10_clusters.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_oyster_350/resnet50_tl_20250829/size_32/generated/shapes_xy.npz,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_oyster_350/resnet50_tl_20250829/size_32/generated/source_occluder_config.json,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/representative_shape_plots_size32/texture_s_oyster_350_representative.png,ok,
s_oyster_4,texture,resnet50_tl_20250829,1.0,66.0,0,6181.0,6181.0,0.9981034487051316,25.0,256.0,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_tl_20250829/size_32/s_oyster_4/top10_clusters.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_oyster_4/resnet50_tl_20250829/size_32/generated/shapes_xy.npz,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/s_oyster_4/resnet50_tl_20250829/size_32/generated/source_occluder_config.json,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/representative_shape_plots_size32/texture_s_oyster_4_representative.png,ok,
