case_id,target_k,global_index,eligible_row,resp,arc_extracted,inside_len
ns_dog_105,76,5285,5285,0.999997774553041,True,77
ns_dog_105,76,8405,8405,0.9999977246683067,True,75
ns_dog_105,76,9736,9736,0.9999975163820953,True,77
ns_dog_105,76,2190,2190,0.9999970431770694,True,75
ns_dog_105,76,200,200,0.9999968594515427,True,76
ns_dog_105,76,2204,2204,0.9999963853547585,True,76
ns_dog_105,76,1835,1835,0.9999957351026578,True,76
ns_dog_105,76,5567,5567,0.9999955949583741,True,75
ns_dog_105,76,409,409,0.9999950981383481,True,75
ns_dog_105,76,1268,1268,0.9999949511603018,True,74
ns_dog_105,76,7429,7429,0.9999943886620579,True,74
ns_dog_105,76,9873,9873,0.9999939374479424,True,74
ns_dog_105,76,4024,4024,0.9999938821521381,True,74
ns_dog_105,76,380,380,0.9999930852385477,True,75
ns_dog_105,76,9413,9413,0.9999929519891534,True,74
ns_dog_105,76,7892,7892,0.9999926313801155,True,75
ns_dog_105,76,7425,7425,0.9999926191496336,True,77
ns_dog_105,76,4319,4319,0.999992496124764,True,74
ns_dog_105,76,72,72,0.9999919661934327,True,76
ns_dog_105,76,9552,9552,0.9999919328279786,True,78
ns_dog_105,76,1261,1261,0.9999918364823204,True,74
ns_dog_105,76,5021,5021,0.9999911503189416,True,74
ns_dog_105,76,2099,2099,0.9999910098744877,True,77
ns_dog_105,76,8144,8144,0.9999906741005034,True,76
ns_dog_105,76,3804,3804,0.9999906203827243,True,75
