case_id,model_type,occluder_size,stride,y0,x0,y_center,x_center,baseline_target_logit,post_occlusion_target_logit,target_logit_drop
ns_dog_214,resnet50_tl_20250829,64,32,0,0,32.0,32.0,134.8970947265625,130.56756591796875,4.32952880859375
ns_dog_214,resnet50_tl_20250829,64,32,0,32,32.0,64.0,134.8970947265625,129.92518615722656,4.9719085693359375
ns_dog_214,resnet50_tl_20250829,64,32,0,64,32.0,96.0,134.8970947265625,122.89203643798828,12.005058288574219
ns_dog_214,resnet50_tl_20250829,64,32,0,96,32.0,128.0,134.8970947265625,120.2909164428711,14.606178283691406
ns_dog_214,resnet50_tl_20250829,64,32,0,128,32.0,160.0,134.8970947265625,121.15032196044922,13.746772766113281
ns_dog_214,resnet50_tl_20250829,64,32,0,160,32.0,192.0,134.8970947265625,123.32744598388672,11.569648742675781
ns_dog_214,resnet50_tl_20250829,64,32,32,0,64.0,32.0,134.8970947265625,131.6982421875,3.1988525390625
ns_dog_214,resnet50_tl_20250829,64,32,32,32,64.0,64.0,134.8970947265625,133.38340759277344,1.5136871337890625
ns_dog_214,resnet50_tl_20250829,64,32,32,64,64.0,96.0,134.8970947265625,130.42510986328125,4.47198486328125
ns_dog_214,resnet50_tl_20250829,64,32,32,96,64.0,128.0,134.8970947265625,127.8800048828125,7.01708984375
ns_dog_214,resnet50_tl_20250829,64,32,32,128,64.0,160.0,134.8970947265625,128.68006896972656,6.2170257568359375
ns_dog_214,resnet50_tl_20250829,64,32,32,160,64.0,192.0,134.8970947265625,129.6075439453125,5.28955078125
ns_dog_214,resnet50_tl_20250829,64,32,64,0,96.0,32.0,134.8970947265625,130.9614715576172,3.9356231689453125
ns_dog_214,resnet50_tl_20250829,64,32,64,32,96.0,64.0,134.8970947265625,133.6729278564453,1.2241668701171875
ns_dog_214,resnet50_tl_20250829,64,32,64,64,96.0,96.0,134.8970947265625,132.2694549560547,2.6276397705078125
ns_dog_214,resnet50_tl_20250829,64,32,64,96,96.0,128.0,134.8970947265625,130.989013671875,3.9080810546875
ns_dog_214,resnet50_tl_20250829,64,32,64,128,96.0,160.0,134.8970947265625,131.28622436523438,3.610870361328125
ns_dog_214,resnet50_tl_20250829,64,32,64,160,96.0,192.0,134.8970947265625,131.2711181640625,3.6259765625
ns_dog_214,resnet50_tl_20250829,64,32,96,0,128.0,32.0,134.8970947265625,129.1066131591797,5.7904815673828125
ns_dog_214,resnet50_tl_20250829,64,32,96,32,128.0,64.0,134.8970947265625,130.8809356689453,4.0161590576171875
ns_dog_214,resnet50_tl_20250829,64,32,96,64,128.0,96.0,134.8970947265625,129.2651824951172,5.6319122314453125
ns_dog_214,resnet50_tl_20250829,64,32,96,96,128.0,128.0,134.8970947265625,126.11737060546875,8.77972412109375
ns_dog_214,resnet50_tl_20250829,64,32,96,128,128.0,160.0,134.8970947265625,126.26203918457031,8.635055541992188
ns_dog_214,resnet50_tl_20250829,64,32,96,160,128.0,192.0,134.8970947265625,131.59951782226562,3.297576904296875
ns_dog_214,resnet50_tl_20250829,64,32,128,0,160.0,32.0,134.8970947265625,126.78213500976562,8.114959716796875
ns_dog_214,resnet50_tl_20250829,64,32,128,32,160.0,64.0,134.8970947265625,126.21356201171875,8.68353271484375
ns_dog_214,resnet50_tl_20250829,64,32,128,64,160.0,96.0,134.8970947265625,123.48690795898438,11.410186767578125
ns_dog_214,resnet50_tl_20250829,64,32,128,96,160.0,128.0,134.8970947265625,121.38590240478516,13.511192321777344
ns_dog_214,resnet50_tl_20250829,64,32,128,128,160.0,160.0,134.8970947265625,122.232666015625,12.6644287109375
ns_dog_214,resnet50_tl_20250829,64,32,128,160,160.0,192.0,134.8970947265625,126.37445831298828,8.522636413574219
ns_dog_214,resnet50_tl_20250829,64,32,160,0,192.0,32.0,134.8970947265625,125.29060363769531,9.606491088867188
ns_dog_214,resnet50_tl_20250829,64,32,160,32,192.0,64.0,134.8970947265625,125.53187561035156,9.365219116210938
ns_dog_214,resnet50_tl_20250829,64,32,160,64,192.0,96.0,134.8970947265625,123.99610900878906,10.900985717773438
ns_dog_214,resnet50_tl_20250829,64,32,160,96,192.0,128.0,134.8970947265625,122.28790283203125,12.60919189453125
ns_dog_214,resnet50_tl_20250829,64,32,160,128,192.0,160.0,134.8970947265625,123.55990600585938,11.337188720703125
ns_dog_214,resnet50_tl_20250829,64,32,160,160,192.0,192.0,134.8970947265625,127.78671264648438,7.110382080078125
