case_id,model_type,occluder_size,stride,y0,x0,y_center,x_center,baseline_target_logit,post_occlusion_target_logit,target_logit_drop
ns_elephant_47,resnet50_tl_20250829,64,32,0,0,32.0,32.0,139.74813842773438,128.67071533203125,11.077423095703125
ns_elephant_47,resnet50_tl_20250829,64,32,0,32,32.0,64.0,139.74813842773438,129.02484130859375,10.723297119140625
ns_elephant_47,resnet50_tl_20250829,64,32,0,64,32.0,96.0,139.74813842773438,130.50527954101562,9.24285888671875
ns_elephant_47,resnet50_tl_20250829,64,32,0,96,32.0,128.0,139.74813842773438,130.98095703125,8.767181396484375
ns_elephant_47,resnet50_tl_20250829,64,32,0,128,32.0,160.0,139.74813842773438,131.948486328125,7.799652099609375
ns_elephant_47,resnet50_tl_20250829,64,32,0,160,32.0,192.0,139.74813842773438,130.7846221923828,8.963516235351562
ns_elephant_47,resnet50_tl_20250829,64,32,32,0,64.0,32.0,139.74813842773438,135.6600341796875,4.088104248046875
ns_elephant_47,resnet50_tl_20250829,64,32,32,32,64.0,64.0,139.74813842773438,137.53900146484375,2.209136962890625
ns_elephant_47,resnet50_tl_20250829,64,32,32,64,64.0,96.0,139.74813842773438,136.9141082763672,2.8340301513671875
ns_elephant_47,resnet50_tl_20250829,64,32,32,96,64.0,128.0,139.74813842773438,136.6698455810547,3.0782928466796875
ns_elephant_47,resnet50_tl_20250829,64,32,32,128,64.0,160.0,139.74813842773438,137.18356323242188,2.5645751953125
ns_elephant_47,resnet50_tl_20250829,64,32,32,160,64.0,192.0,139.74813842773438,137.31556701660156,2.4325714111328125
ns_elephant_47,resnet50_tl_20250829,64,32,64,0,96.0,32.0,139.74813842773438,134.84854125976562,4.89959716796875
ns_elephant_47,resnet50_tl_20250829,64,32,64,32,96.0,64.0,139.74813842773438,137.61715698242188,2.1309814453125
ns_elephant_47,resnet50_tl_20250829,64,32,64,64,96.0,96.0,139.74813842773438,137.33990478515625,2.408233642578125
ns_elephant_47,resnet50_tl_20250829,64,32,64,96,96.0,128.0,139.74813842773438,137.2497100830078,2.4984283447265625
ns_elephant_47,resnet50_tl_20250829,64,32,64,128,96.0,160.0,139.74813842773438,135.7649688720703,3.9831695556640625
ns_elephant_47,resnet50_tl_20250829,64,32,64,160,96.0,192.0,139.74813842773438,135.17544555664062,4.57269287109375
ns_elephant_47,resnet50_tl_20250829,64,32,96,0,128.0,32.0,139.74813842773438,129.95542907714844,9.792709350585938
ns_elephant_47,resnet50_tl_20250829,64,32,96,32,128.0,64.0,139.74813842773438,132.27418518066406,7.4739532470703125
ns_elephant_47,resnet50_tl_20250829,64,32,96,64,128.0,96.0,139.74813842773438,134.57984924316406,5.1682891845703125
ns_elephant_47,resnet50_tl_20250829,64,32,96,96,128.0,128.0,139.74813842773438,133.8716278076172,5.8765106201171875
ns_elephant_47,resnet50_tl_20250829,64,32,96,128,128.0,160.0,139.74813842773438,131.71966552734375,8.028472900390625
ns_elephant_47,resnet50_tl_20250829,64,32,96,160,128.0,192.0,139.74813842773438,134.11892700195312,5.62921142578125
ns_elephant_47,resnet50_tl_20250829,64,32,128,0,160.0,32.0,139.74813842773438,128.12648010253906,11.621658325195312
ns_elephant_47,resnet50_tl_20250829,64,32,128,32,160.0,64.0,139.74813842773438,127.78389739990234,11.964241027832031
ns_elephant_47,resnet50_tl_20250829,64,32,128,64,160.0,96.0,139.74813842773438,129.99993896484375,9.748199462890625
ns_elephant_47,resnet50_tl_20250829,64,32,128,96,160.0,128.0,139.74813842773438,130.01522827148438,9.73291015625
ns_elephant_47,resnet50_tl_20250829,64,32,128,128,160.0,160.0,139.74813842773438,129.72459411621094,10.023544311523438
ns_elephant_47,resnet50_tl_20250829,64,32,128,160,160.0,192.0,139.74813842773438,131.2781524658203,8.469985961914062
ns_elephant_47,resnet50_tl_20250829,64,32,160,0,192.0,32.0,139.74813842773438,127.27582550048828,12.472312927246094
ns_elephant_47,resnet50_tl_20250829,64,32,160,32,192.0,64.0,139.74813842773438,128.3221435546875,11.425994873046875
ns_elephant_47,resnet50_tl_20250829,64,32,160,64,192.0,96.0,139.74813842773438,128.13038635253906,11.617752075195312
ns_elephant_47,resnet50_tl_20250829,64,32,160,96,192.0,128.0,139.74813842773438,128.3036651611328,11.444473266601562
ns_elephant_47,resnet50_tl_20250829,64,32,160,128,192.0,160.0,139.74813842773438,128.64349365234375,11.104644775390625
ns_elephant_47,resnet50_tl_20250829,64,32,160,160,192.0,192.0,139.74813842773438,132.06954956054688,7.6785888671875
