case_id,model_type,placement_type,num_occluders,occluder_size,target_class,target_class_name,baseline_target_logit,post_occlusion_target_logit,target_logit_drop,is_correct_baseline,is_correct_post_occlusion,prediction_changed
ns_cow_202,resnet50_tl_20250829,random,7,64,17,dog,150.31063842773438,96.94925689697266,53.36138153076172,0,0,0
ns_cow_202,resnet50_tl_20250829,random,8,64,17,dog,150.31063842773438,62.562110900878906,87.74852752685547,0,0,1
ns_cow_205,resnet50_geirhos_tl,targeted,1,8,24,fox,4.972391128540039,4.385918617248535,0.5864725112915039,0,0,0
ns_cow_205,resnet50_geirhos_tl,targeted,2,8,24,fox,4.972391128540039,4.071775436401367,0.9006156921386719,0,0,0
ns_cow_205,resnet50_geirhos_tl,targeted,3,8,24,fox,4.972391128540039,3.7040655612945557,1.2683255672454834,0,0,1
ns_cow_205,resnet50_geirhos_tl,targeted,4,8,24,fox,4.972391128540039,3.3804659843444824,1.5919251441955566,0,0,1
ns_cow_205,resnet50_geirhos_tl,targeted,5,8,24,fox,4.972391128540039,3.3403024673461914,1.6320886611938477,0,0,1
ns_cow_205,resnet50_geirhos_tl,targeted,6,8,24,fox,4.972391128540039,3.430238723754883,1.5421524047851562,0,0,1
ns_cow_205,resnet50_geirhos_tl,targeted,7,8,24,fox,4.972391128540039,3.3741023540496826,1.5982887744903564,0,0,1
ns_cow_205,resnet50_geirhos_tl,targeted,8,8,24,fox,4.972391128540039,3.282572031021118,1.689819097518921,0,0,1
ns_cow_205,resnet50_geirhos_tl,random,1,8,24,fox,4.972391128540039,4.992891788482666,-0.020500659942626953,0,0,0
ns_cow_205,resnet50_geirhos_tl,random,2,8,24,fox,4.972391128540039,4.971274375915527,0.0011167526245117188,0,0,0
ns_cow_205,resnet50_geirhos_tl,random,3,8,24,fox,4.972391128540039,5.181437969207764,-0.2090468406677246,0,0,0
ns_cow_205,resnet50_geirhos_tl,random,4,8,24,fox,4.972391128540039,4.723346710205078,0.24904441833496094,0,0,0
