case_id,model_type,placement_type,num_occluders,occluder_size,occluder_id,x0,y0,width,height,size
ns_dog_780,resnet50_geirhos_tl,targeted,2,16,1,48,0,16,16,16
ns_dog_780,resnet50_geirhos_tl,targeted,2,16,2,64,8,16,16,16
ns_dog_780,resnet50_geirhos_tl,targeted,3,16,1,48,0,16,16,16
ns_dog_780,resnet50_geirhos_tl,targeted,3,16,2,64,8,16,16,16
ns_dog_780,resnet50_geirhos_tl,targeted,3,16,3,48,24,16,16,16
ns_dog_780,resnet50_geirhos_tl,targeted,4,16,1,48,0,16,16,16
ns_dog_780,resnet50_geirhos_tl,targeted,4,16,2,64,8,16,16,16
ns_dog_780,resnet50_geirhos_tl,targeted,4,16,3,48,24,16,16,16
ns_dog_780,resnet50_geirhos_tl,targeted,4,16,4,24,32,16,16,16
ns_dog_780,resnet50_geirhos_tl,targeted,5,16,1,48,0,16,16,16
ns_dog_780,resnet50_geirhos_tl,targeted,5,16,2,64,8,16,16,16
ns_dog_780,resnet50_geirhos_tl,targeted,5,16,3,48,24,16,16,16
ns_dog_780,resnet50_geirhos_tl,targeted,5,16,4,24,32,16,16,16
ns_dog_780,resnet50_geirhos_tl,targeted,5,16,5,120,104,16,16,16
ns_dog_780,resnet50_geirhos_tl,targeted,6,16,1,48,0,16,16,16
ns_dog_780,resnet50_geirhos_tl,targeted,6,16,2,64,8,16,16,16
ns_dog_780,resnet50_geirhos_tl,targeted,6,16,3,48,24,16,16,16
ns_dog_780,resnet50_geirhos_tl,targeted,6,16,4,24,32,16,16,16
ns_dog_780,resnet50_geirhos_tl,targeted,6,16,5,120,104,16,16,16
ns_dog_780,resnet50_geirhos_tl,targeted,6,16,6,40,64,16,16,16
ns_dog_780,resnet50_geirhos_tl,targeted,7,16,1,48,0,16,16,16
ns_dog_780,resnet50_geirhos_tl,targeted,7,16,2,64,8,16,16,16
ns_dog_780,resnet50_geirhos_tl,targeted,7,16,3,48,24,16,16,16
ns_dog_780,resnet50_geirhos_tl,targeted,7,16,4,24,32,16,16,16
ns_dog_780,resnet50_geirhos_tl,targeted,7,16,5,120,104,16,16,16
ns_dog_780,resnet50_geirhos_tl,targeted,7,16,6,40,64,16,16,16
ns_dog_780,resnet50_geirhos_tl,targeted,7,16,7,168,48,16,16,16
ns_dog_780,resnet50_geirhos_tl,targeted,8,16,1,48,0,16,16,16
ns_dog_780,resnet50_geirhos_tl,targeted,8,16,2,64,8,16,16,16
ns_dog_780,resnet50_geirhos_tl,targeted,8,16,3,48,24,16,16,16
ns_dog_780,resnet50_geirhos_tl,targeted,8,16,4,24,32,16,16,16
ns_dog_780,resnet50_geirhos_tl,targeted,8,16,5,120,104,16,16,16
ns_dog_780,resnet50_geirhos_tl,targeted,8,16,6,40,64,16,16,16
ns_dog_780,resnet50_geirhos_tl,targeted,8,16,7,168,48,16,16,16
ns_dog_780,resnet50_geirhos_tl,targeted,8,16,8,144,104,16,16,16
ns_dog_780,resnet50_geirhos_tl,random,1,16,1,144,208,16,16,16
ns_dog_780,resnet50_geirhos_tl,random,2,16,1,168,72,16,16,16
ns_dog_780,resnet50_geirhos_tl,random,2,16,2,96,88,16,16,16
ns_dog_780,resnet50_geirhos_tl,random,3,16,1,80,24,16,16,16
ns_dog_780,resnet50_geirhos_tl,random,3,16,2,16,184,16,16,16
ns_dog_780,resnet50_geirhos_tl,random,3,16,3,112,48,16,16,16
ns_dog_780,resnet50_geirhos_tl,random,4,16,1,40,80,16,16,16
ns_dog_780,resnet50_geirhos_tl,random,4,16,2,104,176,16,16,16
ns_dog_780,resnet50_geirhos_tl,random,4,16,3,160,192,16,16,16
ns_dog_780,resnet50_geirhos_tl,random,4,16,4,0,160,16,16,16
ns_dog_780,resnet50_geirhos_tl,random,5,16,1,128,144,16,16,16
ns_dog_780,resnet50_geirhos_tl,random,5,16,2,64,176,16,16,16
ns_dog_780,resnet50_geirhos_tl,random,5,16,3,64,112,16,16,16
ns_dog_780,resnet50_geirhos_tl,random,5,16,4,208,184,16,16,16
ns_dog_780,resnet50_geirhos_tl,random,5,16,5,88,96,16,16,16
ns_dog_780,resnet50_geirhos_tl,random,6,16,1,184,152,16,16,16
ns_dog_780,resnet50_geirhos_tl,random,6,16,2,160,184,16,16,16
ns_dog_780,resnet50_geirhos_tl,random,6,16,3,112,144,16,16,16
ns_dog_780,resnet50_geirhos_tl,random,6,16,4,136,168,16,16,16
ns_dog_780,resnet50_geirhos_tl,random,6,16,5,88,208,16,16,16
ns_dog_780,resnet50_geirhos_tl,random,6,16,6,72,72,16,16,16
ns_dog_780,resnet50_geirhos_tl,random,7,16,1,56,40,16,16,16
ns_dog_780,resnet50_geirhos_tl,random,7,16,2,72,184,16,16,16
ns_dog_780,resnet50_geirhos_tl,random,7,16,3,112,184,16,16,16
ns_dog_780,resnet50_geirhos_tl,random,7,16,4,96,192,16,16,16
ns_dog_780,resnet50_geirhos_tl,random,7,16,5,192,176,16,16,16
ns_dog_780,resnet50_geirhos_tl,random,7,16,6,72,208,16,16,16
ns_dog_780,resnet50_geirhos_tl,random,7,16,7,184,8,16,16,16
ns_dog_780,resnet50_geirhos_tl,random,8,16,1,64,8,16,16,16
ns_dog_780,resnet50_geirhos_tl,random,8,16,2,184,128,16,16,16
ns_dog_780,resnet50_geirhos_tl,random,8,16,3,0,8,16,16,16
ns_dog_780,resnet50_geirhos_tl,random,8,16,4,48,96,16,16,16
ns_dog_780,resnet50_geirhos_tl,random,8,16,5,168,208,16,16,16
ns_dog_780,resnet50_geirhos_tl,random,8,16,6,72,104,16,16,16
ns_dog_780,resnet50_geirhos_tl,random,8,16,7,128,64,16,16,16
ns_dog_780,resnet50_geirhos_tl,random,8,16,8,16,200,16,16,16
ns_dog_780,resnet50_geirhos_tl,targeted,1,32,1,16,16,32,32,32
ns_dog_780,resnet50_geirhos_tl,targeted,2,32,1,16,16,32,32,32
ns_dog_780,resnet50_geirhos_tl,targeted,2,32,2,48,32,32,32,32
ns_dog_780,resnet50_geirhos_tl,targeted,3,32,1,16,16,32,32,32
ns_dog_780,resnet50_geirhos_tl,targeted,3,32,2,48,32,32,32,32
ns_dog_780,resnet50_geirhos_tl,targeted,3,32,3,160,144,32,32,32
ns_dog_780,resnet50_geirhos_tl,targeted,4,32,1,16,16,32,32,32
ns_dog_780,resnet50_geirhos_tl,targeted,4,32,2,48,32,32,32,32
ns_dog_780,resnet50_geirhos_tl,targeted,4,32,3,160,144,32,32,32
ns_dog_780,resnet50_geirhos_tl,targeted,4,32,4,128,32,32,32,32
ns_dog_780,resnet50_geirhos_tl,targeted,5,32,1,16,16,32,32,32
ns_dog_780,resnet50_geirhos_tl,targeted,5,32,2,48,32,32,32,32
ns_dog_780,resnet50_geirhos_tl,targeted,5,32,3,160,144,32,32,32
ns_dog_780,resnet50_geirhos_tl,targeted,5,32,4,128,32,32,32,32
ns_dog_780,resnet50_geirhos_tl,targeted,5,32,5,160,48,32,32,32
ns_dog_780,resnet50_geirhos_tl,targeted,6,32,1,16,16,32,32,32
ns_dog_780,resnet50_geirhos_tl,targeted,6,32,2,48,32,32,32,32
ns_dog_780,resnet50_geirhos_tl,targeted,6,32,3,160,144,32,32,32
ns_dog_780,resnet50_geirhos_tl,targeted,6,32,4,128,32,32,32,32
ns_dog_780,resnet50_geirhos_tl,targeted,6,32,5,160,48,32,32,32
ns_dog_780,resnet50_geirhos_tl,targeted,6,32,6,48,0,32,32,32
ns_dog_780,resnet50_geirhos_tl,targeted,7,32,1,16,16,32,32,32
ns_dog_780,resnet50_geirhos_tl,targeted,7,32,2,48,32,32,32,32
ns_dog_780,resnet50_geirhos_tl,targeted,7,32,3,160,144,32,32,32
ns_dog_780,resnet50_geirhos_tl,targeted,7,32,4,128,32,32,32,32
ns_dog_780,resnet50_geirhos_tl,targeted,7,32,5,160,48,32,32,32
ns_dog_780,resnet50_geirhos_tl,targeted,7,32,6,48,0,32,32,32
ns_dog_780,resnet50_geirhos_tl,targeted,7,32,7,96,144,32,32,32
ns_dog_780,resnet50_geirhos_tl,targeted,8,32,1,16,16,32,32,32
ns_dog_780,resnet50_geirhos_tl,targeted,8,32,2,48,32,32,32,32
ns_dog_780,resnet50_geirhos_tl,targeted,8,32,3,160,144,32,32,32
ns_dog_780,resnet50_geirhos_tl,targeted,8,32,4,128,32,32,32,32
ns_dog_780,resnet50_geirhos_tl,targeted,8,32,5,160,48,32,32,32
ns_dog_780,resnet50_geirhos_tl,targeted,8,32,6,48,0,32,32,32
ns_dog_780,resnet50_geirhos_tl,targeted,8,32,7,96,144,32,32,32
ns_dog_780,resnet50_geirhos_tl,targeted,8,32,8,32,80,32,32,32
ns_dog_780,resnet50_geirhos_tl,random,1,32,1,192,112,32,32,32
ns_dog_780,resnet50_geirhos_tl,random,2,32,1,128,192,32,32,32
ns_dog_780,resnet50_geirhos_tl,random,2,32,2,0,192,32,32,32
ns_dog_780,resnet50_geirhos_tl,random,3,32,1,176,80,32,32,32
ns_dog_780,resnet50_geirhos_tl,random,3,32,2,32,96,32,32,32
ns_dog_780,resnet50_geirhos_tl,random,3,32,3,192,160,32,32,32
ns_dog_780,resnet50_geirhos_tl,random,4,32,1,32,128,32,32,32
ns_dog_780,resnet50_geirhos_tl,random,4,32,2,64,176,32,32,32
ns_dog_780,resnet50_geirhos_tl,random,4,32,3,64,32,32,32,32
ns_dog_780,resnet50_geirhos_tl,random,4,32,4,176,0,32,32,32
ns_dog_780,resnet50_geirhos_tl,random,5,32,1,32,48,32,32,32
ns_dog_780,resnet50_geirhos_tl,random,5,32,2,80,0,32,32,32
ns_dog_780,resnet50_geirhos_tl,random,5,32,3,160,192,32,32,32
ns_dog_780,resnet50_geirhos_tl,random,5,32,4,64,48,32,32,32
ns_dog_780,resnet50_geirhos_tl,random,5,32,5,64,192,32,32,32
ns_dog_780,resnet50_geirhos_tl,random,6,32,1,80,96,32,32,32
ns_dog_780,resnet50_geirhos_tl,random,6,32,2,176,128,32,32,32
ns_dog_780,resnet50_geirhos_tl,random,6,32,3,128,160,32,32,32
ns_dog_780,resnet50_geirhos_tl,random,6,32,4,176,0,32,32,32
ns_dog_780,resnet50_geirhos_tl,random,6,32,5,32,144,32,32,32
ns_dog_780,resnet50_geirhos_tl,random,6,32,6,144,80,32,32,32
ns_dog_780,resnet50_geirhos_tl,random,7,32,1,192,16,32,32,32
ns_dog_780,resnet50_geirhos_tl,random,7,32,2,96,112,32,32,32
ns_dog_780,resnet50_geirhos_tl,random,7,32,3,176,64,32,32,32
ns_dog_780,resnet50_geirhos_tl,random,7,32,4,144,192,32,32,32
ns_dog_780,resnet50_geirhos_tl,random,7,32,5,112,80,32,32,32
ns_dog_780,resnet50_geirhos_tl,random,7,32,6,160,128,32,32,32
ns_dog_780,resnet50_geirhos_tl,random,7,32,7,96,160,32,32,32
ns_dog_780,resnet50_geirhos_tl,random,8,32,1,112,176,32,32,32
ns_dog_780,resnet50_geirhos_tl,random,8,32,2,32,112,32,32,32
ns_dog_780,resnet50_geirhos_tl,random,8,32,3,48,160,32,32,32
ns_dog_780,resnet50_geirhos_tl,random,8,32,4,96,144,32,32,32
ns_dog_780,resnet50_geirhos_tl,random,8,32,5,16,144,32,32,32
ns_dog_780,resnet50_geirhos_tl,random,8,32,6,176,192,32,32,32
ns_dog_780,resnet50_geirhos_tl,random,8,32,7,144,48,32,32,32
ns_dog_780,resnet50_geirhos_tl,random,8,32,8,160,128,32,32,32
ns_dog_780,resnet50_geirhos_tl,targeted,1,64,1,64,0,64,64,64
ns_dog_780,resnet50_geirhos_tl,targeted,2,64,1,64,0,64,64,64
ns_dog_780,resnet50_geirhos_tl,targeted,2,64,2,0,0,64,64,64
ns_dog_780,resnet50_geirhos_tl,targeted,3,64,1,64,0,64,64,64
ns_dog_780,resnet50_geirhos_tl,targeted,3,64,2,0,0,64,64,64
ns_dog_780,resnet50_geirhos_tl,targeted,3,64,3,96,128,64,64,64
ns_dog_780,resnet50_geirhos_tl,targeted,4,64,1,64,0,64,64,64
ns_dog_780,resnet50_geirhos_tl,targeted,4,64,2,0,0,64,64,64
ns_dog_780,resnet50_geirhos_tl,targeted,4,64,3,96,128,64,64,64
ns_dog_780,resnet50_geirhos_tl,targeted,4,64,4,160,96,64,64,64
ns_dog_780,resnet50_geirhos_tl,targeted,5,64,1,64,0,64,64,64
ns_dog_780,resnet50_geirhos_tl,targeted,5,64,2,0,0,64,64,64
ns_dog_780,resnet50_geirhos_tl,targeted,5,64,3,96,128,64,64,64
ns_dog_780,resnet50_geirhos_tl,targeted,5,64,4,160,96,64,64,64
ns_dog_780,resnet50_geirhos_tl,targeted,5,64,5,0,64,64,64,64
ns_dog_780,resnet50_geirhos_tl,targeted,6,64,1,64,0,64,64,64
ns_dog_780,resnet50_geirhos_tl,targeted,6,64,2,0,0,64,64,64
ns_dog_780,resnet50_geirhos_tl,targeted,6,64,3,96,128,64,64,64
ns_dog_780,resnet50_geirhos_tl,targeted,6,64,4,160,96,64,64,64
ns_dog_780,resnet50_geirhos_tl,targeted,6,64,5,0,64,64,64,64
ns_dog_780,resnet50_geirhos_tl,targeted,6,64,6,64,64,64,64,64
ns_dog_780,resnet50_geirhos_tl,targeted,7,64,1,64,0,64,64,64
ns_dog_780,resnet50_geirhos_tl,targeted,7,64,2,0,0,64,64,64
ns_dog_780,resnet50_geirhos_tl,targeted,7,64,3,96,128,64,64,64
ns_dog_780,resnet50_geirhos_tl,targeted,7,64,4,160,96,64,64,64
ns_dog_780,resnet50_geirhos_tl,targeted,7,64,5,0,64,64,64,64
ns_dog_780,resnet50_geirhos_tl,targeted,7,64,6,64,64,64,64,64
ns_dog_780,resnet50_geirhos_tl,targeted,7,64,7,160,160,64,64,64
ns_dog_780,resnet50_geirhos_tl,targeted,8,64,1,64,0,64,64,64
ns_dog_780,resnet50_geirhos_tl,targeted,8,64,2,0,0,64,64,64
ns_dog_780,resnet50_geirhos_tl,targeted,8,64,3,96,128,64,64,64
ns_dog_780,resnet50_geirhos_tl,targeted,8,64,4,160,96,64,64,64
ns_dog_780,resnet50_geirhos_tl,targeted,8,64,5,0,64,64,64,64
ns_dog_780,resnet50_geirhos_tl,targeted,8,64,6,64,64,64,64,64
ns_dog_780,resnet50_geirhos_tl,targeted,8,64,7,160,160,64,64,64
ns_dog_780,resnet50_geirhos_tl,targeted,8,64,8,160,32,64,64,64
ns_dog_780,resnet50_geirhos_tl,random,1,64,1,32,96,64,64,64
ns_dog_780,resnet50_geirhos_tl,random,2,64,1,64,0,64,64,64
ns_dog_780,resnet50_geirhos_tl,random,2,64,2,96,64,64,64,64
ns_dog_780,resnet50_geirhos_tl,random,3,64,1,160,128,64,64,64
ns_dog_780,resnet50_geirhos_tl,random,3,64,2,0,160,64,64,64
ns_dog_780,resnet50_geirhos_tl,random,3,64,3,64,64,64,64,64
ns_dog_780,resnet50_geirhos_tl,random,4,64,1,32,64,64,64,64
ns_dog_780,resnet50_geirhos_tl,random,4,64,2,128,128,64,64,64
ns_dog_780,resnet50_geirhos_tl,random,4,64,3,32,128,64,64,64
ns_dog_780,resnet50_geirhos_tl,random,4,64,4,96,0,64,64,64
ns_dog_780,resnet50_geirhos_tl,random,5,64,1,128,32,64,64,64
ns_dog_780,resnet50_geirhos_tl,random,5,64,2,160,128,64,64,64
ns_dog_780,resnet50_geirhos_tl,random,5,64,3,32,96,64,64,64
ns_dog_780,resnet50_geirhos_tl,random,5,64,4,96,160,64,64,64
ns_dog_780,resnet50_geirhos_tl,random,5,64,5,0,160,64,64,64
ns_dog_780,resnet50_geirhos_tl,random,6,64,1,160,128,64,64,64
ns_dog_780,resnet50_geirhos_tl,random,6,64,2,0,32,64,64,64
ns_dog_780,resnet50_geirhos_tl,random,6,64,3,32,128,64,64,64
ns_dog_780,resnet50_geirhos_tl,random,6,64,4,96,160,64,64,64
ns_dog_780,resnet50_geirhos_tl,random,6,64,5,64,32,64,64,64
ns_dog_780,resnet50_geirhos_tl,random,6,64,6,128,64,64,64,64
ns_dog_780,resnet50_geirhos_tl,random,7,64,1,0,64,64,64,64
ns_dog_780,resnet50_geirhos_tl,random,7,64,2,160,160,64,64,64
ns_dog_780,resnet50_geirhos_tl,random,7,64,3,64,32,64,64,64
ns_dog_780,resnet50_geirhos_tl,random,7,64,4,128,96,64,64,64
ns_dog_780,resnet50_geirhos_tl,random,7,64,5,0,160,64,64,64
ns_dog_780,resnet50_geirhos_tl,random,7,64,6,160,32,64,64,64
ns_dog_780,resnet50_geirhos_tl,random,7,64,7,64,96,64,64,64
ns_dog_780,resnet50_geirhos_tl,random,8,64,1,64,160,64,64,64
ns_dog_780,resnet50_geirhos_tl,random,8,64,2,0,96,64,64,64
ns_dog_780,resnet50_geirhos_tl,random,8,64,3,0,0,64,64,64
ns_dog_780,resnet50_geirhos_tl,random,8,64,4,160,32,64,64,64
ns_dog_780,resnet50_geirhos_tl,random,8,64,5,160,96,64,64,64
ns_dog_780,resnet50_geirhos_tl,random,8,64,6,0,160,64,64,64
ns_dog_780,resnet50_geirhos_tl,random,8,64,7,96,0,64,64,64
ns_dog_780,resnet50_geirhos_tl,random,8,64,8,128,160,64,64,64
ns_dog_780,resnet50_tl_20250829,targeted,1,8,1,128,48,8,8,8
ns_dog_780,resnet50_tl_20250829,targeted,2,8,1,128,48,8,8,8
ns_dog_780,resnet50_tl_20250829,targeted,2,8,2,160,48,8,8,8
ns_dog_780,resnet50_tl_20250829,targeted,3,8,1,128,48,8,8,8
ns_dog_780,resnet50_tl_20250829,targeted,3,8,2,160,48,8,8,8
ns_dog_780,resnet50_tl_20250829,targeted,3,8,3,124,156,8,8,8
ns_dog_780,resnet50_tl_20250829,targeted,4,8,1,128,48,8,8,8
ns_dog_780,resnet50_tl_20250829,targeted,4,8,2,160,48,8,8,8
ns_dog_780,resnet50_tl_20250829,targeted,4,8,3,124,156,8,8,8
ns_dog_780,resnet50_tl_20250829,targeted,4,8,4,144,48,8,8,8
ns_dog_780,resnet50_tl_20250829,targeted,5,8,1,128,48,8,8,8
ns_dog_780,resnet50_tl_20250829,targeted,5,8,2,160,48,8,8,8
ns_dog_780,resnet50_tl_20250829,targeted,5,8,3,124,156,8,8,8
ns_dog_780,resnet50_tl_20250829,targeted,5,8,4,144,48,8,8,8
ns_dog_780,resnet50_tl_20250829,targeted,5,8,5,64,156,8,8,8
ns_dog_780,resnet50_tl_20250829,targeted,6,8,1,128,48,8,8,8
ns_dog_780,resnet50_tl_20250829,targeted,6,8,2,160,48,8,8,8
ns_dog_780,resnet50_tl_20250829,targeted,6,8,3,124,156,8,8,8
ns_dog_780,resnet50_tl_20250829,targeted,6,8,4,144,48,8,8,8
ns_dog_780,resnet50_tl_20250829,targeted,6,8,5,64,156,8,8,8
ns_dog_780,resnet50_tl_20250829,targeted,6,8,6,112,172,8,8,8
ns_dog_780,resnet50_tl_20250829,targeted,7,8,1,128,48,8,8,8
ns_dog_780,resnet50_tl_20250829,targeted,7,8,2,160,48,8,8,8
ns_dog_780,resnet50_tl_20250829,targeted,7,8,3,124,156,8,8,8
ns_dog_780,resnet50_tl_20250829,targeted,7,8,4,144,48,8,8,8
ns_dog_780,resnet50_tl_20250829,targeted,7,8,5,64,156,8,8,8
ns_dog_780,resnet50_tl_20250829,targeted,7,8,6,112,172,8,8,8
ns_dog_780,resnet50_tl_20250829,targeted,7,8,7,124,144,8,8,8
ns_dog_780,resnet50_tl_20250829,targeted,8,8,1,128,48,8,8,8
ns_dog_780,resnet50_tl_20250829,targeted,8,8,2,160,48,8,8,8
ns_dog_780,resnet50_tl_20250829,targeted,8,8,3,124,156,8,8,8
ns_dog_780,resnet50_tl_20250829,targeted,8,8,4,144,48,8,8,8
ns_dog_780,resnet50_tl_20250829,targeted,8,8,5,64,156,8,8,8
ns_dog_780,resnet50_tl_20250829,targeted,8,8,6,112,172,8,8,8
ns_dog_780,resnet50_tl_20250829,targeted,8,8,7,124,144,8,8,8
ns_dog_780,resnet50_tl_20250829,targeted,8,8,8,128,172,8,8,8
ns_dog_780,resnet50_tl_20250829,random,1,8,1,24,164,8,8,8
ns_dog_780,resnet50_tl_20250829,random,2,8,1,116,152,8,8,8
ns_dog_780,resnet50_tl_20250829,random,2,8,2,96,108,8,8,8
ns_dog_780,resnet50_tl_20250829,random,3,8,1,172,48,8,8,8
ns_dog_780,resnet50_tl_20250829,random,3,8,2,56,116,8,8,8
ns_dog_780,resnet50_tl_20250829,random,3,8,3,180,104,8,8,8
ns_dog_780,resnet50_tl_20250829,random,4,8,1,188,180,8,8,8
ns_dog_780,resnet50_tl_20250829,random,4,8,2,92,116,8,8,8
ns_dog_780,resnet50_tl_20250829,random,4,8,3,140,116,8,8,8
ns_dog_780,resnet50_tl_20250829,random,4,8,4,116,84,8,8,8
ns_dog_780,resnet50_tl_20250829,random,5,8,1,60,108,8,8,8
ns_dog_780,resnet50_tl_20250829,random,5,8,2,168,32,8,8,8
ns_dog_780,resnet50_tl_20250829,random,5,8,3,160,52,8,8,8
ns_dog_780,resnet50_tl_20250829,random,5,8,4,72,24,8,8,8
ns_dog_780,resnet50_tl_20250829,random,5,8,5,160,108,8,8,8
ns_dog_780,resnet50_tl_20250829,random,6,8,1,208,108,8,8,8
ns_dog_780,resnet50_tl_20250829,random,6,8,2,208,132,8,8,8
ns_dog_780,resnet50_tl_20250829,random,6,8,3,172,120,8,8,8
ns_dog_780,resnet50_tl_20250829,random,6,8,4,60,152,8,8,8
ns_dog_780,resnet50_tl_20250829,random,6,8,5,68,120,8,8,8
ns_dog_780,resnet50_tl_20250829,random,6,8,6,16,120,8,8,8
ns_dog_780,resnet50_tl_20250829,random,7,8,1,188,180,8,8,8
ns_dog_780,resnet50_tl_20250829,random,7,8,2,40,20,8,8,8
ns_dog_780,resnet50_tl_20250829,random,7,8,3,216,28,8,8,8
ns_dog_780,resnet50_tl_20250829,random,7,8,4,32,100,8,8,8
ns_dog_780,resnet50_tl_20250829,random,7,8,5,136,104,8,8,8
ns_dog_780,resnet50_tl_20250829,random,7,8,6,176,136,8,8,8
ns_dog_780,resnet50_tl_20250829,random,7,8,7,24,20,8,8,8
ns_dog_780,resnet50_tl_20250829,random,8,8,1,48,136,8,8,8
ns_dog_780,resnet50_tl_20250829,random,8,8,2,100,148,8,8,8
ns_dog_780,resnet50_tl_20250829,random,8,8,3,148,36,8,8,8
ns_dog_780,resnet50_tl_20250829,random,8,8,4,88,164,8,8,8
ns_dog_780,resnet50_tl_20250829,random,8,8,5,92,72,8,8,8
ns_dog_780,resnet50_tl_20250829,random,8,8,6,36,140,8,8,8
ns_dog_780,resnet50_tl_20250829,random,8,8,7,96,44,8,8,8
ns_dog_780,resnet50_tl_20250829,random,8,8,8,116,120,8,8,8
ns_dog_780,resnet50_tl_20250829,targeted,1,16,1,128,160,16,16,16
ns_dog_780,resnet50_tl_20250829,targeted,2,16,1,128,160,16,16,16
ns_dog_780,resnet50_tl_20250829,targeted,2,16,2,128,48,16,16,16
ns_dog_780,resnet50_tl_20250829,targeted,3,16,1,128,160,16,16,16
ns_dog_780,resnet50_tl_20250829,targeted,3,16,2,128,48,16,16,16
ns_dog_780,resnet50_tl_20250829,targeted,3,16,3,152,40,16,16,16
ns_dog_780,resnet50_tl_20250829,targeted,4,16,1,128,160,16,16,16
ns_dog_780,resnet50_tl_20250829,targeted,4,16,2,128,48,16,16,16
ns_dog_780,resnet50_tl_20250829,targeted,4,16,3,152,40,16,16,16
ns_dog_780,resnet50_tl_20250829,targeted,4,16,4,128,136,16,16,16
ns_dog_780,resnet50_tl_20250829,targeted,5,16,1,128,160,16,16,16
ns_dog_780,resnet50_tl_20250829,targeted,5,16,2,128,48,16,16,16
ns_dog_780,resnet50_tl_20250829,targeted,5,16,3,152,40,16,16,16
ns_dog_780,resnet50_tl_20250829,targeted,5,16,4,128,136,16,16,16
ns_dog_780,resnet50_tl_20250829,targeted,5,16,5,32,160,16,16,16
ns_dog_780,resnet50_tl_20250829,targeted,6,16,1,128,160,16,16,16
ns_dog_780,resnet50_tl_20250829,targeted,6,16,2,128,48,16,16,16
ns_dog_780,resnet50_tl_20250829,targeted,6,16,3,152,40,16,16,16
ns_dog_780,resnet50_tl_20250829,targeted,6,16,4,128,136,16,16,16
ns_dog_780,resnet50_tl_20250829,targeted,6,16,5,32,160,16,16,16
ns_dog_780,resnet50_tl_20250829,targeted,6,16,6,152,24,16,16,16
ns_dog_780,resnet50_tl_20250829,targeted,7,16,1,128,160,16,16,16
ns_dog_780,resnet50_tl_20250829,targeted,7,16,2,128,48,16,16,16
ns_dog_780,resnet50_tl_20250829,targeted,7,16,3,152,40,16,16,16
ns_dog_780,resnet50_tl_20250829,targeted,7,16,4,128,136,16,16,16
ns_dog_780,resnet50_tl_20250829,targeted,7,16,5,32,160,16,16,16
ns_dog_780,resnet50_tl_20250829,targeted,7,16,6,152,24,16,16,16
ns_dog_780,resnet50_tl_20250829,targeted,7,16,7,0,24,16,16,16
ns_dog_780,resnet50_tl_20250829,targeted,8,16,1,128,160,16,16,16
ns_dog_780,resnet50_tl_20250829,targeted,8,16,2,128,48,16,16,16
ns_dog_780,resnet50_tl_20250829,targeted,8,16,3,152,40,16,16,16
ns_dog_780,resnet50_tl_20250829,targeted,8,16,4,128,136,16,16,16
ns_dog_780,resnet50_tl_20250829,targeted,8,16,5,32,160,16,16,16
ns_dog_780,resnet50_tl_20250829,targeted,8,16,6,152,24,16,16,16
ns_dog_780,resnet50_tl_20250829,targeted,8,16,7,0,24,16,16,16
ns_dog_780,resnet50_tl_20250829,targeted,8,16,8,120,24,16,16,16
ns_dog_780,resnet50_tl_20250829,random,1,16,1,144,208,16,16,16
ns_dog_780,resnet50_tl_20250829,random,2,16,1,168,72,16,16,16
ns_dog_780,resnet50_tl_20250829,random,2,16,2,96,88,16,16,16
ns_dog_780,resnet50_tl_20250829,random,3,16,1,80,24,16,16,16
ns_dog_780,resnet50_tl_20250829,random,3,16,2,16,184,16,16,16
ns_dog_780,resnet50_tl_20250829,random,3,16,3,112,48,16,16,16
ns_dog_780,resnet50_tl_20250829,random,4,16,1,40,80,16,16,16
ns_dog_780,resnet50_tl_20250829,random,4,16,2,104,176,16,16,16
ns_dog_780,resnet50_tl_20250829,random,4,16,3,160,192,16,16,16
ns_dog_780,resnet50_tl_20250829,random,4,16,4,0,160,16,16,16
ns_dog_780,resnet50_tl_20250829,random,5,16,1,128,144,16,16,16
ns_dog_780,resnet50_tl_20250829,random,5,16,2,64,176,16,16,16
ns_dog_780,resnet50_tl_20250829,random,5,16,3,64,112,16,16,16
ns_dog_780,resnet50_tl_20250829,random,5,16,4,208,184,16,16,16
ns_dog_780,resnet50_tl_20250829,random,5,16,5,88,96,16,16,16
ns_dog_780,resnet50_tl_20250829,random,6,16,1,184,152,16,16,16
ns_dog_780,resnet50_tl_20250829,random,6,16,2,160,184,16,16,16
ns_dog_780,resnet50_tl_20250829,random,6,16,3,112,144,16,16,16
ns_dog_780,resnet50_tl_20250829,random,6,16,4,136,168,16,16,16
ns_dog_780,resnet50_tl_20250829,random,6,16,5,88,208,16,16,16
ns_dog_780,resnet50_tl_20250829,random,6,16,6,72,72,16,16,16
ns_dog_780,resnet50_tl_20250829,random,7,16,1,56,40,16,16,16
ns_dog_780,resnet50_tl_20250829,random,7,16,2,72,184,16,16,16
ns_dog_780,resnet50_tl_20250829,random,7,16,3,112,184,16,16,16
ns_dog_780,resnet50_tl_20250829,random,7,16,4,96,192,16,16,16
ns_dog_780,resnet50_tl_20250829,random,7,16,5,192,176,16,16,16
ns_dog_780,resnet50_tl_20250829,random,7,16,6,72,208,16,16,16
ns_dog_780,resnet50_tl_20250829,random,7,16,7,184,8,16,16,16
ns_dog_780,resnet50_tl_20250829,random,8,16,1,64,8,16,16,16
