model_type,occluder_size,n,mean,sd,skew,kurtosis,shapiro_W,shapiro_p,normal_at_0p05
shape_biased,16,39,2.2292617668616,0.08757319670489526,-1.9645650720513492,3.5347095196852756,0.7546221267879267,1.1051943944636906e-06,False
shape_biased,32,39,2.2240079540318667,0.10622225041376018,-3.352085646727405,13.584567755575133,0.630096117592734,1.0992743992367976e-08,False
shape_biased,64,39,2.2004329832135645,0.13707691012820855,-3.291700150563641,12.301163745457806,0.6186416248730342,7.58261379745106e-09,False
shape_biased,8,39,2.248290570404136,0.09470678245944746,-3.072430425047335,9.708698884716856,0.5842360452061901,2.591569305869309e-09,False
texture_biased,16,39,2.27238900317294,0.058516274582228606,-2.4321406279797064,4.878833827787792,0.5716804347977077,1.777208584893684e-09,False
texture_biased,32,39,2.2562500031017243,0.0664044266711225,-2.4185847862144128,6.802703126546589,0.7074443264362228,1.6743617863522235e-07,False
texture_biased,64,39,2.235543502656463,0.07629006119926994,-1.8321094942311527,3.0137125759070216,0.7783779856882362,3.10350767985249e-06,False
texture_biased,8,39,2.2622885098019268,0.1651693994038992,-4.952668022361229,24.51616730535837,0.2681195223227081,1.0369527462983689e-12,False
