case_id,target_k,global_index,eligible_row,resp,arc_extracted,inside_len
ns_dog_350,10,1,1,0.990837646947187,True,35
ns_dog_350,10,4012,4012,0.9908375765968271,True,57
ns_dog_350,10,7732,7732,0.9908375765968271,True,25
ns_dog_350,10,2448,2448,0.9908375765968271,True,95
ns_dog_350,10,6307,6307,0.9908375765968271,True,33
ns_dog_350,10,8425,8425,0.9908375765968271,True,72
ns_dog_350,10,1024,1024,0.9908375765968271,True,65
ns_dog_350,10,1041,1041,0.9908375765968271,True,45
ns_dog_350,10,985,985,0.9908375765968271,True,43
ns_dog_350,10,3785,3785,0.9908375765968271,True,49
ns_dog_350,10,2567,2567,0.9908375765968271,True,40
ns_dog_350,10,7768,7768,0.9908375765968271,True,63
ns_dog_350,10,3472,3472,0.9908375765968271,True,45
ns_dog_350,10,9739,9739,0.9908375765968271,True,41
ns_dog_350,10,9747,9747,0.9908375765968271,True,28
ns_dog_350,10,9759,9759,0.9908375765968271,True,45
ns_dog_350,10,492,492,0.9908375765968271,True,20
ns_dog_350,10,7552,7552,0.9908375765968271,True,34
ns_dog_350,10,5522,5522,0.9908375765968271,True,85
ns_dog_350,10,9410,9410,0.9908375765968271,True,28
ns_dog_350,10,8601,8601,0.9908375765968271,True,14
ns_dog_350,10,7810,7810,0.9908375765968271,True,32
ns_dog_350,10,5876,5876,0.9908375765968271,True,35
ns_dog_350,10,9692,9692,0.9908375765968271,True,35
ns_dog_350,10,2891,2891,0.9908375765968271,True,34
