case_id,model_type,occluder_size,stride,y0,x0,y_center,x_center,baseline_target_logit,post_occlusion_target_logit,target_logit_drop
s_bird_132,resnet50_geirhos_tl,16,8,0,0,8.0,8.0,8.872467994689941,8.99952220916748,-0.12705421447753906
s_bird_132,resnet50_geirhos_tl,16,8,0,8,8.0,16.0,8.872467994689941,9.005439758300781,-0.13297176361083984
s_bird_132,resnet50_geirhos_tl,16,8,0,16,8.0,24.0,8.872467994689941,8.934678077697754,-0.0622100830078125
s_bird_132,resnet50_geirhos_tl,16,8,0,24,8.0,32.0,8.872467994689941,9.032888412475586,-0.16042041778564453
s_bird_132,resnet50_geirhos_tl,16,8,0,32,8.0,40.0,8.872467994689941,8.91985034942627,-0.047382354736328125
s_bird_132,resnet50_geirhos_tl,16,8,0,40,8.0,48.0,8.872467994689941,9.01911449432373,-0.14664649963378906
s_bird_132,resnet50_geirhos_tl,16,8,0,48,8.0,56.0,8.872467994689941,8.942855834960938,-0.0703878402709961
s_bird_132,resnet50_geirhos_tl,16,8,0,56,8.0,64.0,8.872467994689941,8.879707336425781,-0.007239341735839844
s_bird_132,resnet50_geirhos_tl,16,8,0,64,8.0,72.0,8.872467994689941,8.866116523742676,0.006351470947265625
s_bird_132,resnet50_geirhos_tl,16,8,0,72,8.0,80.0,8.872467994689941,8.913122177124023,-0.04065418243408203
s_bird_132,resnet50_geirhos_tl,16,8,0,80,8.0,88.0,8.872467994689941,8.771017074584961,0.10145092010498047
s_bird_132,resnet50_geirhos_tl,16,8,0,88,8.0,96.0,8.872467994689941,8.736666679382324,0.1358013153076172
s_bird_132,resnet50_geirhos_tl,16,8,0,96,8.0,104.0,8.872467994689941,8.766106605529785,0.10636138916015625
s_bird_132,resnet50_geirhos_tl,16,8,0,104,8.0,112.0,8.872467994689941,8.784710884094238,0.08775711059570312
s_bird_132,resnet50_geirhos_tl,16,8,0,112,8.0,120.0,8.872467994689941,8.785514831542969,0.08695316314697266
s_bird_132,resnet50_geirhos_tl,16,8,0,120,8.0,128.0,8.872467994689941,8.744841575622559,0.1276264190673828
s_bird_132,resnet50_geirhos_tl,16,8,0,128,8.0,136.0,8.872467994689941,8.760952949523926,0.11151504516601562
