case_id,model_type,occluder_size,stride,placement_type,num_occluders,baseline_target_logit,post_occlusion_target_logit,target_logit_drop,baseline_pred_class,baseline_pred_class_name,post_occlusion_pred_class,post_occlusion_pred_class_name,baseline_confidence,post_occlusion_confidence
s_bird_17,shape_biased,64,1,random,4,5.135880470275879,3.837616443634033,1.2982640266418457,5,bird,1,bat,0.27608194947242737,0.4678255617618561
s_bird_17,shape_biased,64,1,random,5,5.135880470275879,4.725345134735107,0.4105353355407715,5,bird,1,bat,0.27608194947242737,0.3783935308456421
s_bird_17,shape_biased,64,1,random,6,5.135880470275879,1.3829518556594849,3.752928614616394,5,bird,1,bat,0.27608194947242737,0.3398479223251343
s_bird_17,shape_biased,64,1,random,7,5.135880470275879,1.7283058166503906,3.4075746536254883,5,bird,1,bat,0.27608194947242737,0.1446828693151474
s_bird_17,shape_biased,64,1,random,8,5.135880470275879,1.1122651100158691,4.02361536026001,5,bird,17,dog,0.27608194947242737,0.13621851801872253
s_bird_17,texture_biased,8,1,targeted,1,160.50514221191406,159.4261932373047,1.078948974609375,17,dog,17,dog,1.0,1.0
s_bird_17,texture_biased,8,1,targeted,2,160.50514221191406,158.58065795898438,1.9244842529296875,17,dog,17,dog,1.0,1.0
s_bird_17,texture_biased,8,1,targeted,3,160.50514221191406,157.70849609375,2.7966461181640625,17,dog,17,dog,1.0,1.0
s_bird_17,texture_biased,8,1,targeted,4,160.50514221191406,156.81173706054688,3.6934051513671875,17,dog,17,dog,1.0,1.0
s_bird_17,texture_biased,8,1,targeted,5,160.50514221191406,156.1442108154297,4.360931396484375,17,dog,17,dog,1.0,1.0
s_bird_17,texture_biased,8,1,targeted,6,160.50514221191406,155.55572509765625,4.9494171142578125,17,dog,17,dog,1.0,1.0
s_bird_17,texture_biased,8,1,targeted,7,160.50514221191406,155.07432556152344,5.430816650390625,17,dog,17,dog,1.0,1.0
s_bird_17,texture_biased,8,1,targeted,8,160.50514221191406,154.2079315185547,6.297210693359375,17,dog,17,dog,1.0,1.0
s_bird_17,texture_biased,8,1,random,1,160.50514221191406,160.3480224609375,0.1571197509765625,17,dog,17,dog,1.0,1.0
s_bird_17,texture_biased,8,1,random,2,160.50514221191406,160.140869140625,0.3642730712890625,17,dog,17,dog,1.0,1.0
s_bird_17,texture_biased,8,1,random,3,160.50514221191406,159.6909942626953,0.81414794921875,17,dog,17,dog,1.0,1.0
s_bird_17,texture_biased,8,1,random,4,160.50514221191406,159.95693969726562,0.5482025146484375,17,dog,17,dog,1.0,1.0
s_bird_17,texture_biased,8,1,random,5,160.50514221191406,159.8324432373047,0.672698974609375,17,dog,17,dog,1.0,1.0
s_bird_17,texture_biased,8,1,random,6,160.50514221191406,159.47743225097656,1.0277099609375,17,dog,17,dog,1.0,1.0
s_bird_17,texture_biased,8,1,random,7,160.50514221191406,160.4036407470703,0.10150146484375,17,dog,17,dog,1.0,1.0
s_bird_17,texture_biased,8,1,random,8,160.50514221191406,159.73878479003906,0.766357421875,17,dog,17,dog,1.0,1.0
s_bird_17,texture_biased,16,1,targeted,1,160.50514221191406,158.5797119140625,1.9254302978515625,17,dog,17,dog,1.0,1.0
s_bird_17,texture_biased,16,1,targeted,2,160.50514221191406,156.70555114746094,3.799591064453125,17,dog,17,dog,1.0,1.0
s_bird_17,texture_biased,16,1,targeted,3,160.50514221191406,155.09104919433594,5.414093017578125,17,dog,17,dog,1.0,1.0
s_bird_17,texture_biased,16,1,targeted,4,160.50514221191406,153.50401306152344,7.001129150390625,17,dog,17,dog,1.0,1.0
s_bird_17,texture_biased,16,1,targeted,5,160.50514221191406,152.5576629638672,7.947479248046875,17,dog,17,dog,1.0,1.0
