case_id,model_type,occluder_size,stride,y0,x0,y_center,x_center,baseline_pred_class,baseline_pred_class_name,post_occlusion_pred_class,post_occlusion_pred_class_name,baseline_target_logit,post_occlusion_target_logit,target_logit_drop,baseline_confidence,post_occlusion_confidence,prediction_changed,baseline_class_still_top1
s_bird_17,shape_biased,8,4,8,88,12.0,92.0,5,bird,5,bird,5.135880470275879,5.0536723136901855,0.08220815658569336,0.27608194947242737,0.25693604350090027,0,1
s_bird_17,shape_biased,8,4,8,92,12.0,96.0,5,bird,5,bird,5.135880470275879,5.073062419891357,0.06281805038452148,0.27608194947242737,0.2633620798587799,0,1
s_bird_17,shape_biased,8,4,8,96,12.0,100.0,5,bird,5,bird,5.135880470275879,5.115153789520264,0.020726680755615234,0.27608194947242737,0.26816943287849426,0,1
s_bird_17,shape_biased,8,4,8,100,12.0,104.0,5,bird,5,bird,5.135880470275879,5.07694149017334,0.05893898010253906,0.27608194947242737,0.2677461802959442,0,1
s_bird_17,shape_biased,8,4,8,104,12.0,108.0,5,bird,5,bird,5.135880470275879,5.1359100341796875,-2.956390380859375e-05,0.27608194947242737,0.2728775143623352,0,1
s_bird_17,shape_biased,8,4,8,108,12.0,112.0,5,bird,5,bird,5.135880470275879,5.077422142028809,0.05845832824707031,0.27608194947242737,0.2669617831707001,0,1
s_bird_17,shape_biased,8,4,8,112,12.0,116.0,5,bird,5,bird,5.135880470275879,5.147764205932617,-0.011883735656738281,0.27608194947242737,0.276434987783432,0,1
s_bird_17,shape_biased,8,4,8,116,12.0,120.0,5,bird,5,bird,5.135880470275879,5.082154273986816,0.0537261962890625,0.27608194947242737,0.2733391523361206,0,1
s_bird_17,shape_biased,8,4,8,120,12.0,124.0,5,bird,5,bird,5.135880470275879,5.021978378295898,0.11390209197998047,0.27608194947242737,0.26921844482421875,0,1
s_bird_17,shape_biased,8,4,8,124,12.0,128.0,5,bird,5,bird,5.135880470275879,4.9691338539123535,0.1667466163635254,0.27608194947242737,0.26342710852622986,0,1
s_bird_17,shape_biased,8,4,8,128,12.0,132.0,5,bird,5,bird,5.135880470275879,4.988877296447754,0.147003173828125,0.27608194947242737,0.2632945775985718,0,1
s_bird_17,shape_biased,8,4,8,132,12.0,136.0,5,bird,5,bird,5.135880470275879,5.018394470214844,0.11748600006103516,0.27608194947242737,0.2604328989982605,0,1
s_bird_17,shape_biased,8,4,8,136,12.0,140.0,5,bird,5,bird,5.135880470275879,5.038944721221924,0.09693574905395508,0.27608194947242737,0.25861242413520813,0,1
s_bird_17,shape_biased,8,4,8,140,12.0,144.0,5,bird,5,bird,5.135880470275879,5.00946569442749,0.12641477584838867,0.27608194947242737,0.2518382966518402,0,1
s_bird_17,shape_biased,8,4,8,144,12.0,148.0,5,bird,5,bird,5.135880470275879,5.023162841796875,0.1127176284790039,0.27608194947242737,0.2518397569656372,0,1
s_bird_17,shape_biased,8,4,8,148,12.0,152.0,5,bird,18,dolphin,5.135880470275879,5.0046892166137695,0.13119125366210938,0.27608194947242737,0.2577590048313141,1,0
s_bird_17,shape_biased,8,4,8,152,12.0,156.0,5,bird,18,dolphin,5.135880470275879,4.949864387512207,0.18601608276367188,0.27608194947242737,0.2806288003921509,1,0
s_bird_17,shape_biased,8,4,8,156,12.0,160.0,5,bird,18,dolphin,5.135880470275879,4.942704200744629,0.19317626953125,0.27608194947242737,0.28719598054885864,1,0
