case_id,model_type,occluder_size,stride,y0,x0,y_center,x_center,baseline_target_logit,post_occlusion_target_logit,target_logit_drop
ns_cow_510,resnet50_geirhos_tl,32,16,0,0,16.0,16.0,6.473172187805176,6.481973648071289,-0.008801460266113281
ns_cow_510,resnet50_geirhos_tl,32,16,0,16,16.0,32.0,6.473172187805176,6.288907527923584,0.1842646598815918
ns_cow_510,resnet50_geirhos_tl,32,16,0,32,16.0,48.0,6.473172187805176,6.23515510559082,0.23801708221435547
ns_cow_510,resnet50_geirhos_tl,32,16,0,48,16.0,64.0,6.473172187805176,6.256317138671875,0.21685504913330078
ns_cow_510,resnet50_geirhos_tl,32,16,0,64,16.0,80.0,6.473172187805176,6.2693305015563965,0.2038416862487793
ns_cow_510,resnet50_geirhos_tl,32,16,0,80,16.0,96.0,6.473172187805176,6.197999954223633,0.27517223358154297
ns_cow_510,resnet50_geirhos_tl,32,16,0,96,16.0,112.0,6.473172187805176,6.102054595947266,0.37111759185791016
ns_cow_510,resnet50_geirhos_tl,32,16,0,112,16.0,128.0,6.473172187805176,6.162698745727539,0.3104734420776367
ns_cow_510,resnet50_geirhos_tl,32,16,0,128,16.0,144.0,6.473172187805176,6.078494071960449,0.39467811584472656
ns_cow_510,resnet50_geirhos_tl,32,16,0,144,16.0,160.0,6.473172187805176,6.1097540855407715,0.3634181022644043
ns_cow_510,resnet50_geirhos_tl,32,16,0,160,16.0,176.0,6.473172187805176,6.6178131103515625,-0.14464092254638672
ns_cow_510,resnet50_geirhos_tl,32,16,0,176,16.0,192.0,6.473172187805176,6.661924362182617,-0.1887521743774414
ns_cow_510,resnet50_geirhos_tl,32,16,0,192,16.0,208.0,6.473172187805176,6.624554634094238,-0.1513824462890625
ns_cow_510,resnet50_geirhos_tl,32,16,16,0,32.0,16.0,6.473172187805176,6.574104309082031,-0.10093212127685547
ns_cow_510,resnet50_geirhos_tl,32,16,16,16,32.0,32.0,6.473172187805176,6.667722702026367,-0.1945505142211914
ns_cow_510,resnet50_geirhos_tl,32,16,16,32,32.0,48.0,6.473172187805176,6.650567054748535,-0.17739486694335938
ns_cow_510,resnet50_geirhos_tl,32,16,16,48,32.0,64.0,6.473172187805176,6.607271671295166,-0.13409948348999023
ns_cow_510,resnet50_geirhos_tl,32,16,16,64,32.0,80.0,6.473172187805176,6.537368297576904,-0.06419610977172852
ns_cow_510,resnet50_geirhos_tl,32,16,16,80,32.0,96.0,6.473172187805176,6.701209545135498,-0.22803735733032227
ns_cow_510,resnet50_geirhos_tl,32,16,16,96,32.0,112.0,6.473172187805176,6.649284839630127,-0.17611265182495117
ns_cow_510,resnet50_geirhos_tl,32,16,16,112,32.0,128.0,6.473172187805176,6.509405612945557,-0.03623342514038086
ns_cow_510,resnet50_geirhos_tl,32,16,16,128,32.0,144.0,6.473172187805176,6.053443908691406,0.41972827911376953
ns_cow_510,resnet50_geirhos_tl,32,16,16,144,32.0,160.0,6.473172187805176,6.699892997741699,-0.22672080993652344
ns_cow_510,resnet50_geirhos_tl,32,16,16,160,32.0,176.0,6.473172187805176,6.637988090515137,-0.16481590270996094
ns_cow_510,resnet50_geirhos_tl,32,16,16,176,32.0,192.0,6.473172187805176,6.433282375335693,0.03988981246948242
ns_cow_510,resnet50_geirhos_tl,32,16,16,192,32.0,208.0,6.473172187805176,6.047811985015869,0.42536020278930664
ns_cow_510,resnet50_geirhos_tl,32,16,32,0,48.0,16.0,6.473172187805176,5.180910110473633,1.292262077331543
ns_cow_510,resnet50_geirhos_tl,32,16,32,16,48.0,32.0,6.473172187805176,5.03660249710083,1.4365696907043457
ns_cow_510,resnet50_geirhos_tl,32,16,32,32,48.0,48.0,6.473172187805176,5.146903991699219,1.326268196105957
ns_cow_510,resnet50_geirhos_tl,32,16,32,48,48.0,64.0,6.473172187805176,5.44431734085083,1.0288548469543457
ns_cow_510,resnet50_geirhos_tl,32,16,32,64,48.0,80.0,6.473172187805176,5.431171894073486,1.0420002937316895
ns_cow_510,resnet50_geirhos_tl,32,16,32,80,48.0,96.0,6.473172187805176,5.841745853424072,0.6314263343811035
ns_cow_510,resnet50_geirhos_tl,32,16,32,96,48.0,112.0,6.473172187805176,6.110461711883545,0.36271047592163086
ns_cow_510,resnet50_geirhos_tl,32,16,32,112,48.0,128.0,6.473172187805176,6.236478805541992,0.2366933822631836
ns_cow_510,resnet50_geirhos_tl,32,16,32,128,48.0,144.0,6.473172187805176,5.771260738372803,0.701911449432373
ns_cow_510,resnet50_geirhos_tl,32,16,32,144,48.0,160.0,6.473172187805176,6.378857612609863,0.0943145751953125
ns_cow_510,resnet50_geirhos_tl,32,16,32,160,48.0,176.0,6.473172187805176,6.508086204528809,-0.03491401672363281
ns_cow_510,resnet50_geirhos_tl,32,16,32,176,48.0,192.0,6.473172187805176,6.213037490844727,0.2601346969604492
ns_cow_510,resnet50_geirhos_tl,32,16,32,192,48.0,208.0,6.473172187805176,5.957453727722168,0.5157184600830078
ns_cow_510,resnet50_geirhos_tl,32,16,48,0,64.0,16.0,6.473172187805176,4.829519271850586,1.6436529159545898
ns_cow_510,resnet50_geirhos_tl,32,16,48,16,64.0,32.0,6.473172187805176,5.56744909286499,0.9057230949401855
ns_cow_510,resnet50_geirhos_tl,32,16,48,32,64.0,48.0,6.473172187805176,5.735668659210205,0.7375035285949707
ns_cow_510,resnet50_geirhos_tl,32,16,48,48,64.0,64.0,6.473172187805176,6.102055549621582,0.37111663818359375
ns_cow_510,resnet50_geirhos_tl,32,16,48,64,64.0,80.0,6.473172187805176,5.583448886871338,0.8897233009338379
ns_cow_510,resnet50_geirhos_tl,32,16,48,80,64.0,96.0,6.473172187805176,5.824082374572754,0.6490898132324219
ns_cow_510,resnet50_geirhos_tl,32,16,48,96,64.0,112.0,6.473172187805176,6.548192024230957,-0.07501983642578125
ns_cow_510,resnet50_geirhos_tl,32,16,48,112,64.0,128.0,6.473172187805176,6.914920806884766,-0.44174861907958984
ns_cow_510,resnet50_geirhos_tl,32,16,48,128,64.0,144.0,6.473172187805176,7.065422534942627,-0.5922503471374512
ns_cow_510,resnet50_geirhos_tl,32,16,48,144,64.0,160.0,6.473172187805176,6.77725887298584,-0.30408668518066406
ns_cow_510,resnet50_geirhos_tl,32,16,48,160,64.0,176.0,6.473172187805176,7.115208625793457,-0.6420364379882812
ns_cow_510,resnet50_geirhos_tl,32,16,48,176,64.0,192.0,6.473172187805176,6.034984111785889,0.4381880760192871
ns_cow_510,resnet50_geirhos_tl,32,16,48,192,64.0,208.0,6.473172187805176,5.451449871063232,1.0217223167419434
ns_cow_510,resnet50_geirhos_tl,32,16,64,0,80.0,16.0,6.473172187805176,6.19586181640625,0.2773103713989258
ns_cow_510,resnet50_geirhos_tl,32,16,64,16,80.0,32.0,6.473172187805176,6.149722099304199,0.32345008850097656
ns_cow_510,resnet50_geirhos_tl,32,16,64,32,80.0,48.0,6.473172187805176,6.013796806335449,0.45937538146972656
ns_cow_510,resnet50_geirhos_tl,32,16,64,48,80.0,64.0,6.473172187805176,6.181161403656006,0.2920107841491699
ns_cow_510,resnet50_geirhos_tl,32,16,64,64,80.0,80.0,6.473172187805176,5.640171051025391,0.8330011367797852
ns_cow_510,resnet50_geirhos_tl,32,16,64,80,80.0,96.0,6.473172187805176,5.9522199630737305,0.5209522247314453
ns_cow_510,resnet50_geirhos_tl,32,16,64,96,80.0,112.0,6.473172187805176,7.009372234344482,-0.5362000465393066
ns_cow_510,resnet50_geirhos_tl,32,16,64,112,80.0,128.0,6.473172187805176,7.318886756896973,-0.8457145690917969
ns_cow_510,resnet50_geirhos_tl,32,16,64,128,80.0,144.0,6.473172187805176,7.524255275726318,-1.0510830879211426
ns_cow_510,resnet50_geirhos_tl,32,16,64,144,80.0,160.0,6.473172187805176,7.206098556518555,-0.7329263687133789
