case_id,model_type,occluder_size,stride,y0,x0,y_center,x_center,baseline_target_logit,post_occlusion_target_logit,target_logit_drop
s_bird_137,resnet50_tl_20250829,8,4,0,0,4.0,4.0,146.9634246826172,146.84619140625,0.1172332763671875
s_bird_137,resnet50_tl_20250829,8,4,0,4,4.0,8.0,146.9634246826172,147.11102294921875,-0.1475982666015625
s_bird_137,resnet50_tl_20250829,8,4,0,8,4.0,12.0,146.9634246826172,147.1264190673828,-0.162994384765625
s_bird_137,resnet50_tl_20250829,8,4,0,12,4.0,16.0,146.9634246826172,147.15097045898438,-0.1875457763671875
s_bird_137,resnet50_tl_20250829,8,4,0,16,4.0,20.0,146.9634246826172,147.22314453125,-0.2597198486328125
s_bird_137,resnet50_tl_20250829,8,4,0,20,4.0,24.0,146.9634246826172,147.22930908203125,-0.2658843994140625
s_bird_137,resnet50_tl_20250829,8,4,0,24,4.0,28.0,146.9634246826172,147.1537628173828,-0.190338134765625
s_bird_137,resnet50_tl_20250829,8,4,0,28,4.0,32.0,146.9634246826172,147.04457092285156,-0.081146240234375
s_bird_137,resnet50_tl_20250829,8,4,0,32,4.0,36.0,146.9634246826172,147.07699584960938,-0.1135711669921875
s_bird_137,resnet50_tl_20250829,8,4,0,36,4.0,40.0,146.9634246826172,147.1226348876953,-0.159210205078125
s_bird_137,resnet50_tl_20250829,8,4,0,40,4.0,44.0,146.9634246826172,147.1383056640625,-0.1748809814453125
s_bird_137,resnet50_tl_20250829,8,4,0,44,4.0,48.0,146.9634246826172,147.13087463378906,-0.167449951171875
s_bird_137,resnet50_tl_20250829,8,4,0,48,4.0,52.0,146.9634246826172,147.1429443359375,-0.1795196533203125
s_bird_137,resnet50_tl_20250829,8,4,0,52,4.0,56.0,146.9634246826172,147.19708251953125,-0.2336578369140625
s_bird_137,resnet50_tl_20250829,8,4,0,56,4.0,60.0,146.9634246826172,147.17579650878906,-0.212371826171875
s_bird_137,resnet50_tl_20250829,8,4,0,60,4.0,64.0,146.9634246826172,147.03172302246094,-0.06829833984375
s_bird_137,resnet50_tl_20250829,8,4,0,64,4.0,68.0,146.9634246826172,146.98333740234375,-0.0199127197265625
s_bird_137,resnet50_tl_20250829,8,4,0,68,4.0,72.0,146.9634246826172,147.07041931152344,-0.10699462890625
s_bird_137,resnet50_tl_20250829,8,4,0,72,4.0,76.0,146.9634246826172,147.0284423828125,-0.0650177001953125
s_bird_137,resnet50_tl_20250829,8,4,0,76,4.0,80.0,146.9634246826172,146.92837524414062,0.0350494384765625
s_bird_137,resnet50_tl_20250829,8,4,0,80,4.0,84.0,146.9634246826172,146.8450927734375,0.1183319091796875
s_bird_137,resnet50_tl_20250829,8,4,0,84,4.0,88.0,146.9634246826172,146.9366455078125,0.0267791748046875
s_bird_137,resnet50_tl_20250829,8,4,0,88,4.0,92.0,146.9634246826172,146.98822021484375,-0.0247955322265625
s_bird_137,resnet50_tl_20250829,8,4,0,92,4.0,96.0,146.9634246826172,146.79421997070312,0.1692047119140625
s_bird_137,resnet50_tl_20250829,8,4,0,96,4.0,100.0,146.9634246826172,146.78366088867188,0.1797637939453125
s_bird_137,resnet50_tl_20250829,8,4,0,100,4.0,104.0,146.9634246826172,146.89822387695312,0.0652008056640625
s_bird_137,resnet50_tl_20250829,8,4,0,104,4.0,108.0,146.9634246826172,146.93162536621094,0.03179931640625
s_bird_137,resnet50_tl_20250829,8,4,0,108,4.0,112.0,146.9634246826172,146.92027282714844,0.04315185546875
s_bird_137,resnet50_tl_20250829,8,4,0,112,4.0,116.0,146.9634246826172,146.87451171875,0.0889129638671875
s_bird_137,resnet50_tl_20250829,8,4,0,116,4.0,120.0,146.9634246826172,146.93006896972656,0.033355712890625
s_bird_137,resnet50_tl_20250829,8,4,0,120,4.0,124.0,146.9634246826172,146.98683166503906,-0.023406982421875
s_bird_137,resnet50_tl_20250829,8,4,0,124,4.0,128.0,146.9634246826172,146.8348388671875,0.1285858154296875
s_bird_137,resnet50_tl_20250829,8,4,0,128,4.0,132.0,146.9634246826172,146.83486938476562,0.1285552978515625
s_bird_137,resnet50_tl_20250829,8,4,0,132,4.0,136.0,146.9634246826172,146.90968322753906,0.053741455078125
s_bird_137,resnet50_tl_20250829,8,4,0,136,4.0,140.0,146.9634246826172,146.9409942626953,0.022430419921875
s_bird_137,resnet50_tl_20250829,8,4,0,140,4.0,144.0,146.9634246826172,146.94178771972656,0.021636962890625
s_bird_137,resnet50_tl_20250829,8,4,0,144,4.0,148.0,146.9634246826172,146.90643310546875,0.0569915771484375
s_bird_137,resnet50_tl_20250829,8,4,0,148,4.0,152.0,146.9634246826172,146.9184112548828,0.045013427734375
s_bird_137,resnet50_tl_20250829,8,4,0,152,4.0,156.0,146.9634246826172,146.9855194091797,-0.0220947265625
