model_type,n,mean,sd,median,min,max
resnet50_geirhos_tl,32678,0.06791132639821561,0.3660585687278609,0.0282366275787353,-2.131067276000977,4.79472541809082
resnet50_tl_20250829,32678,0.7893085380510774,1.7426841867703957,0.24981689453125,-1.7581939697265625,16.553062438964844
