occluder_size,n,mean,sd,median,min,max
8,38582,0.09490496676864572,0.1861281578260044,0.0788052082061767,-0.966578483581543,1.35833740234375
16,17348,0.29534677297034956,0.4664815773239134,0.1941871643066406,-1.4397969245910645,2.784820556640625
32,7070,1.3250107825898383,1.6924581147231252,0.7019984722137451,-1.815239429473877,8.234756469726562
64,2356,4.18467964864445,4.28476965102451,2.528571367263794,-2.131067276000977,16.553062438964844
