case_id,model_type,occluder_size,case_base_id,n_clusters,debiased_entropy,max_debiased_mass_prop,top2_debiased_mass_prop,effective_n_hypotheses,sum_mass_debias_nonnegative,mean_cluster_n_shapes
ns_cow_780,shape_biased,64,ns_cow_780,10.0,2.273480763214386,0.15971391808538551,0.2804169543101342,9.713151220875153,4069.5728159239343,25.0
ns_cow_780,texture_biased,8,ns_cow_780,10.0,2.3025850678775583,0.1000345226552365,0.20006156302109557,9.99999974883513,1256.802485532146,25.0
ns_cow_780,texture_biased,16,ns_cow_780,10.0,2.3025850624132933,0.10004210318213246,0.20007762146747043,9.99999969419248,1289.8313703526328,25.0
ns_cow_780,texture_biased,32,ns_cow_780,10.0,2.21679937662987,0.23877790596640394,0.33347084190301945,9.177908777165388,1765.1676722166435,25.0
ns_cow_780,texture_biased,64,ns_cow_780,10.0,2.3025620244558143,0.100644486694603,0.201086288096397,9.999769317278453,1498.721864862178,25.0
ns_dog_105,shape_biased,8,ns_dog_105,10.0,2.2040290693604634,0.25458115161876027,0.3458625977922487,9.061449256609219,2225.828436094184,25.0
ns_dog_105,shape_biased,16,ns_dog_105,10.0,2.1490144965500058,0.27886569944779865,0.42188378729985887,8.576402157121041,2733.44680848001,25.0
ns_dog_105,shape_biased,32,ns_dog_105,10.0,2.255760896641797,0.19559128845381454,0.30551309629889745,9.542551443799576,3156.606966546113,25.0
ns_dog_105,shape_biased,64,ns_dog_105,10.0,2.1920759555866507,0.1939541581790085,0.3865618686400456,8.9537814871719,5036.209365100682,25.0
ns_dog_105,texture_biased,8,ns_dog_105,10.0,2.302585067501928,0.10003448647545897,0.2000620142634285,9.999999745078828,1256.8685948617906,25.0
ns_dog_105,texture_biased,16,ns_dog_105,10.0,2.3025847991546033,0.1001183164941888,0.20020013435960343,9.999997061606008,1548.0178019543262,25.0
ns_dog_105,texture_biased,32,ns_dog_105,10.0,2.3025850453121537,0.10005051664862737,0.20008710692662235,9.99999952318109,1305.9045805330572,25.0
ns_dog_105,texture_biased,64,ns_dog_105,10.0,2.2991399635159775,0.10503111852726575,0.20955114896060512,9.96560798171365,1940.6653471801424,25.0
ns_dog_214,shape_biased,8,ns_dog_214,10.0,2.253223107029943,0.19295999107765108,0.3204154880799463,9.518365158707178,2959.377198494837,25.0
ns_dog_214,shape_biased,16,ns_dog_214,10.0,2.277531356469698,0.1525992664632228,0.2738248094471756,9.752575036716324,2842.845583323676,25.0
ns_dog_214,shape_biased,32,ns_dog_214,10.0,2.2794637475689465,0.14071985791824593,0.28094758240208,9.771439046364135,3455.2026050582726,25.0
ns_dog_214,shape_biased,64,ns_dog_214,10.0,2.269009051116536,0.15122304772677408,0.29968201138648376,9.669813773561602,2570.9095379830374,25.0
ns_dog_214,texture_biased,8,ns_dog_214,10.0,2.3025850674845536,0.10003473993994386,0.20006199802462715,9.999999744905082,1256.8201189328263,25.0
ns_dog_214,texture_biased,16,ns_dog_214,10.0,2.2959902695508116,0.12369760878774866,0.24718998274701848,9.934268746802564,1343.7132880587358,25.0
ns_dog_214,texture_biased,32,ns_dog_214,10.0,2.302585016841259,0.10005917155190826,0.20010601347354467,9.999999238472164,2208.2427022164184,25.0
ns_dog_214,texture_biased,64,ns_dog_214,10.0,2.3025850694786385,0.10003580982389501,0.20006399159373994,9.999999764845931,1280.2003660339851,25.0
ns_dog_350,shape_biased,8,ns_dog_350,10.0,2.2949363088315966,0.11316176969073638,0.22625518897316427,9.923803933489115,1912.380398283713,25.0
ns_dog_350,shape_biased,16,ns_dog_350,10.0,2.3025839034464397,0.10022916158042634,0.20041142944138324,9.999988104531015,1811.8434803015216,25.0
ns_dog_350,shape_biased,32,ns_dog_350,10.0,2.1922792850260198,0.2054215652256063,0.3817329730479483,8.955602239641935,3895.0856163234857,25.0
ns_dog_350,shape_biased,64,ns_dog_350,10.0,2.2050500167387845,0.23994156165940975,0.3705295852367924,9.070705243605387,3339.8968494458586,25.0
