case_id,model_type,occluder_size,case_base_id,n_clusters,debiased_entropy,max_debiased_mass_prop,top2_debiased_mass_prop,effective_n_hypotheses,sum_mass_debias_nonnegative,mean_cluster_n_shapes
ns_dog_350,texture_biased,8,ns_dog_350,10.0,2.3025850681449036,0.10003449590156853,0.2000620222000909,9.999999751508582,1256.792999187373,25.0
ns_dog_350,texture_biased,16,ns_dog_350,10.0,2.2990128143082065,0.11358778973727085,0.22644219031405244,9.964340943107002,1336.0904307352105,25.0
ns_dog_350,texture_biased,32,ns_dog_350,10.0,2.298444909586812,0.12825018099850743,0.22619512093606764,9.958683753364255,1610.40414957363,25.0
ns_dog_350,texture_biased,64,ns_dog_350,10.0,2.243496755887308,0.20838510338689553,0.3328444618176237,9.426234968466817,2486.723493427387,25.0
ns_dog_69,shape_biased,8,ns_dog_69,10.0,2.302573612776181,0.1012168723205357,0.2016334348342488,9.999885198480328,1549.661899459238,25.0
ns_dog_69,shape_biased,16,ns_dog_69,10.0,2.2715899541196545,0.17241099185501968,0.2825068899325318,9.694802858300159,3066.0287407189517,25.0
ns_dog_69,shape_biased,32,ns_dog_69,10.0,2.2823558287521433,0.14911907539967295,0.2751008106109166,9.79973974559684,3066.0227430215828,25.0
ns_dog_69,shape_biased,64,ns_dog_69,10.0,1.5431344222089685,0.479806365769627,0.7355602725625512,4.67923400416142,8227.252331832435,25.0
ns_dog_69,texture_biased,8,ns_dog_69,10.0,2.302585068921616,0.10003485616787403,0.20006117758155884,9.999999759275706,1256.78195645639,25.0
ns_dog_69,texture_biased,16,ns_dog_69,10.0,2.290515943150652,0.11958525326840881,0.2390127883505534,9.880033902200015,1735.5940331191111,25.0
ns_dog_69,texture_biased,32,ns_dog_69,10.0,2.2942640140092068,0.1398492958462979,0.24036655202019686,9.9171344536658,1460.0259641985901,25.0
ns_dog_69,texture_biased,64,ns_dog_69,10.0,2.2471586068660137,0.20430875928716746,0.3263083152250795,9.460815712335469,2787.444834234429,25.0
ns_dog_780,shape_biased,8,ns_dog_780,10.0,2.301332168036194,0.10283764252603263,0.20562817409877196,9.987478596249144,1832.8292192977424,25.0
ns_dog_780,shape_biased,16,ns_dog_780,10.0,2.281961932154428,0.13920694266302708,0.26970349214138845,9.795880421589754,2898.6612121452654,25.0
ns_dog_780,shape_biased,32,ns_dog_780,10.0,2.255577253631826,0.19012740556868646,0.3169699944484115,9.54079918182989,2842.1549587880477,25.0
ns_dog_780,shape_biased,64,ns_dog_780,10.0,2.2746618725899665,0.15478313521856132,0.2788120863062011,9.724630292533678,4436.741316734973,25.0
ns_dog_780,texture_biased,16,ns_dog_780,10.0,2.290088209482476,0.13924751321007825,0.24697128359118306,9.875808782734667,1423.7699720459605,25.0
ns_dog_780,texture_biased,32,ns_dog_780,10.0,2.298301977039073,0.12886457796187045,0.2259436394943279,9.95726043504494,1541.2039319581788,25.0
ns_dog_780,texture_biased,64,ns_dog_780,10.0,2.3018639319321723,0.10702123905432345,0.20945355810597788,9.99279098912267,1387.56974651213,25.0
