case_id,model_type,occluder_size,cluster_rank,k,normalized_debiased_mass,n_shapes_in_cluster,mean_resp,representative_png
ns_dog_780,shape_biased,64,4,7,0.09986954390742159,25,0.9999987573692094,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_dog_780/resnet50_geirhos_tl/size_64/generated/completions/completion_0001_02575.png
ns_dog_780,shape_biased,64,5,29,0.09805160982837219,25,0.9999947773874664,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_dog_780/resnet50_geirhos_tl/size_64/generated/completions/completion_0001_05600.png
ns_dog_780,texture_biased,16,1,41,0.13924751321007825,25,0.7129089178092508,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_dog_780/resnet50_tl_20250829/size_16/generated/completions/completion_0001_05029.png
ns_dog_780,texture_biased,16,2,10,0.10772377038110481,25,0.20089652425426913,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_dog_780/resnet50_tl_20250829/size_16/generated/completions/completion_0001_00633.png
ns_dog_780,texture_biased,16,3,30,0.10747941405136158,25,0.20065904497568174,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_dog_780/resnet50_tl_20250829/size_16/generated/completions/completion_0001_00633.png
ns_dog_780,texture_biased,16,4,51,0.10707767738214652,25,0.200231570322374,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_dog_780/resnet50_tl_20250829/size_16/generated/completions/completion_0001_00633.png
ns_dog_780,texture_biased,16,5,77,0.10538076664770202,25,0.19867129231106628,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_dog_780/resnet50_tl_20250829/size_16/generated/completions/completion_0001_00633.png
ns_dog_780,texture_biased,32,1,5,0.12886457796187045,25,0.9398336235970011,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_dog_780/resnet50_tl_20250829/size_32/generated/completions/completion_0001_01814.png
ns_dog_780,texture_biased,32,2,53,0.09707906153245746,25,0.3462969022635219,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_dog_780/resnet50_tl_20250829/size_32/generated/completions/completion_0001_05789.png
ns_dog_780,texture_biased,32,3,2,0.0968914162407204,25,0.03894540044260533,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_dog_780/resnet50_tl_20250829/size_32/generated/completions/completion_0001_02312.png
ns_dog_780,texture_biased,32,4,3,0.09688279915930575,25,0.03894139421643364,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_dog_780/resnet50_tl_20250829/size_32/generated/completions/completion_0001_02312.png
ns_dog_780,texture_biased,32,5,13,0.09678950867333849,25,0.03889812594006122,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_dog_780/resnet50_tl_20250829/size_32/generated/completions/completion_0001_02312.png
ns_dog_780,texture_biased,64,1,15,0.10702123905432345,25,0.960073466370503,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_dog_780/resnet50_tl_20250829/size_64/generated/completions/completion_0001_06641.png
ns_dog_780,texture_biased,64,2,8,0.10243231905165444,25,0.1285388212441202,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_dog_780/resnet50_tl_20250829/size_64/generated/completions/completion_0001_06668.png
ns_dog_780,texture_biased,64,3,35,0.10217007453500214,25,0.1283820474065677,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_dog_780/resnet50_tl_20250829/size_64/generated/completions/completion_0001_06668.png
ns_dog_780,texture_biased,64,4,45,0.10203357863335488,25,0.12830003500161802,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_dog_780/resnet50_tl_20250829/size_64/generated/completions/completion_0001_06668.png
ns_dog_780,texture_biased,64,5,54,0.10187448244057684,25,0.1282041291593849,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_dog_780/resnet50_tl_20250829/size_64/generated/completions/completion_0001_06668.png
ns_elephant_100,shape_biased,8,1,5,0.10099234644047422,25,0.24656210863825404,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_geirhos_tl/size_8/generated/completions/completion_0001_03644.png
ns_elephant_100,shape_biased,8,2,42,0.10055189615452646,25,0.2468096618355959,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_geirhos_tl/size_8/generated/completions/completion_0001_03644.png
ns_elephant_100,shape_biased,8,3,49,0.10051102106393614,25,0.249385569174298,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_geirhos_tl/size_8/generated/completions/completion_0001_03644.png
ns_elephant_100,shape_biased,8,4,67,0.09984553818647808,25,0.03265686208474552,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_geirhos_tl/size_8/generated/completions/completion_0001_05359.png
ns_elephant_100,shape_biased,8,5,63,0.09982103383980112,25,0.03233916670384205,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_geirhos_tl/size_8/generated/completions/completion_0001_05359.png
ns_elephant_100,shape_biased,16,1,28,0.3258751246613765,25,0.9999992429121589,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_geirhos_tl/size_16/generated/completions/completion_0001_09032.png
ns_elephant_100,shape_biased,16,2,41,0.11764701447047791,25,0.9999638690313469,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_geirhos_tl/size_16/generated/completions/completion_0001_00027.png
ns_elephant_100,shape_biased,16,3,52,0.11667476847005029,25,0.9994347260627576,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_geirhos_tl/size_16/generated/completions/completion_0001_00451.png
ns_elephant_100,shape_biased,16,4,71,0.10057911336020191,25,0.9970059456809703,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_geirhos_tl/size_16/generated/completions/completion_0001_07294.png
ns_elephant_100,shape_biased,16,5,78,0.07668896356191032,25,0.9999753165375178,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_geirhos_tl/size_16/generated/completions/completion_0001_07061.png
ns_elephant_100,shape_biased,32,1,10,0.13622636659954795,25,0.32304295006882705,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_geirhos_tl/size_32/generated/completions/completion_0001_00009.png
ns_elephant_100,shape_biased,32,2,11,0.1361985452769116,25,0.32298625794681773,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_geirhos_tl/size_32/generated/completions/completion_0001_00009.png
ns_elephant_100,shape_biased,32,3,32,0.13548344655558447,25,0.3215267142809805,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_geirhos_tl/size_32/generated/completions/completion_0001_00009.png
ns_elephant_100,shape_biased,32,4,48,0.09906152149315182,25,0.9170626950498096,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_geirhos_tl/size_32/generated/completions/completion_0001_09897.png
ns_elephant_100,shape_biased,32,5,70,0.09547287163489156,25,0.7443476213191316,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_geirhos_tl/size_32/generated/completions/completion_0001_07533.png
ns_elephant_100,shape_biased,64,1,71,0.13753421362340218,25,0.9999994752567473,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_geirhos_tl/size_64/generated/completions/completion_0001_09542.png
ns_elephant_100,shape_biased,64,2,78,0.12645376324470403,25,0.9999999841250033,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_geirhos_tl/size_64/generated/completions/completion_0001_07124.png
ns_elephant_100,shape_biased,64,3,12,0.11807351745394662,25,0.9999983600144448,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_geirhos_tl/size_64/generated/completions/completion_0001_05978.png
ns_elephant_100,shape_biased,64,4,73,0.11079989540334897,25,0.999999935055821,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_geirhos_tl/size_64/generated/completions/completion_0001_09607.png
ns_elephant_100,shape_biased,64,5,67,0.09772655623360016,25,0.9999989174382984,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_geirhos_tl/size_64/generated/completions/completion_0001_05302.png
ns_elephant_100,texture_biased,8,1,0,0.10003435941213118,25,0.012576675914189303,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_tl_20250829/size_8/generated/completions/completion_0001_03425.png
ns_elephant_100,texture_biased,8,2,1,0.10002704937671776,25,0.012575695500693016,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_tl_20250829/size_8/generated/completions/completion_0001_03425.png
ns_elephant_100,texture_biased,8,3,2,0.10001982601280252,25,0.012574721465929308,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_tl_20250829/size_8/generated/completions/completion_0001_03425.png
ns_elephant_100,texture_biased,8,4,3,0.10001180187240057,25,0.012573660592581375,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_tl_20250829/size_8/generated/completions/completion_0001_03425.png
ns_elephant_100,texture_biased,8,5,4,0.10000439450315493,25,0.01257266159420204,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_tl_20250829/size_8/generated/completions/completion_0001_03425.png
ns_elephant_100,texture_biased,16,1,67,0.1393884528898522,25,0.9999704616214153,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_tl_20250829/size_16/generated/completions/completion_0001_00960.png
ns_elephant_100,texture_biased,16,2,46,0.12463112186631008,25,0.9999792932855572,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_tl_20250829/size_16/generated/completions/completion_0001_09903.png
ns_elephant_100,texture_biased,16,3,66,0.12295687851298502,25,0.9999999380395517,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_tl_20250829/size_16/generated/completions/completion_0001_05535.png
ns_elephant_100,texture_biased,16,4,14,0.1165946550781703,25,0.9997834586194027,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_tl_20250829/size_16/generated/completions/completion_0001_03066.png
ns_elephant_100,texture_biased,16,5,45,0.1087686899098753,25,0.9997650509265558,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_tl_20250829/size_16/generated/completions/completion_0001_08862.png
ns_elephant_100,texture_biased,32,1,40,0.3668081925856492,25,0.9999999999314951,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_tl_20250829/size_32/generated/completions/completion_0001_03612.png
ns_elephant_100,texture_biased,32,2,60,0.15435418684043475,25,0.9999996086069163,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_tl_20250829/size_32/generated/completions/completion_0001_00087.png
ns_elephant_100,texture_biased,32,3,31,0.11317139348006956,25,0.9999999999999966,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_tl_20250829/size_32/generated/completions/completion_0001_07720.png
ns_elephant_100,texture_biased,32,4,54,0.0654721412439917,25,0.9999997375366751,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_tl_20250829/size_32/generated/completions/completion_0001_09340.png
ns_elephant_100,texture_biased,32,5,24,0.0624603789485815,25,0.9999999950231114,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_tl_20250829/size_32/generated/completions/completion_0001_04427.png
ns_elephant_100,texture_biased,64,1,47,0.34653460795770996,25,1.0,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_tl_20250829/size_64/generated/completions/completion_0001_02291.png
ns_elephant_100,texture_biased,64,2,61,0.13663371545345443,25,0.9999999918897834,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_tl_20250829/size_64/generated/completions/completion_0001_07406.png
ns_elephant_100,texture_biased,64,3,13,0.11083292851628192,25,0.9999999605913261,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_tl_20250829/size_64/generated/completions/completion_0001_00772.png
ns_elephant_100,texture_biased,64,4,4,0.10660404833592914,25,0.9999999999378935,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_tl_20250829/size_64/generated/completions/completion_0001_04616.png
ns_elephant_100,texture_biased,64,5,38,0.10411594821982348,25,0.999999999956957,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_100/resnet50_tl_20250829/size_64/generated/completions/completion_0001_00682.png
ns_elephant_109,shape_biased,8,1,41,0.12930817422210378,25,0.47827514888035344,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_geirhos_tl/size_8/generated/completions/completion_0001_06051.png
ns_elephant_109,shape_biased,8,2,68,0.12786888578738184,25,0.4797562744001261,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_geirhos_tl/size_8/generated/completions/completion_0001_02689.png
ns_elephant_109,shape_biased,8,3,2,0.10027151359635643,25,0.33257218193537846,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_geirhos_tl/size_8/generated/completions/completion_0001_08091.png
ns_elephant_109,shape_biased,8,4,20,0.10005577798093611,25,0.33225907786375,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_geirhos_tl/size_8/generated/completions/completion_0001_08091.png
ns_elephant_109,shape_biased,8,5,35,0.09981758191771056,25,0.3319137144345571,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_geirhos_tl/size_8/generated/completions/completion_0001_08091.png
ns_elephant_109,shape_biased,16,1,36,0.22153228735396482,25,0.9990432629550162,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_geirhos_tl/size_16/generated/completions/completion_0001_05440.png
ns_elephant_109,shape_biased,16,2,48,0.1514090232877646,25,0.9970347250195014,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_geirhos_tl/size_16/generated/completions/completion_0001_06569.png
ns_elephant_109,shape_biased,16,3,13,0.10734865382874514,25,0.9671344155877191,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_geirhos_tl/size_16/generated/completions/completion_0001_09418.png
ns_elephant_109,shape_biased,16,4,28,0.0996793293528273,25,0.9999913469995991,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_geirhos_tl/size_16/generated/completions/completion_0001_00019.png
ns_elephant_109,shape_biased,16,5,35,0.09691797973756651,25,0.9884553438229069,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_geirhos_tl/size_16/generated/completions/completion_0001_05397.png
ns_elephant_109,shape_biased,32,1,70,0.1287081208322545,25,0.999947625026605,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_geirhos_tl/size_32/generated/completions/completion_0001_02599.png
ns_elephant_109,shape_biased,32,2,73,0.12484864360089709,25,0.9999871545316288,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_geirhos_tl/size_32/generated/completions/completion_0001_06399.png
ns_elephant_109,shape_biased,32,3,4,0.1233184718360582,25,0.9999667751092742,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_geirhos_tl/size_32/generated/completions/completion_0001_09223.png
ns_elephant_109,shape_biased,32,4,20,0.11631927332227034,25,0.9999999901816363,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_geirhos_tl/size_32/generated/completions/completion_0001_05328.png
ns_elephant_109,shape_biased,32,5,60,0.09706421450159647,25,0.999999989093483,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_geirhos_tl/size_32/generated/completions/completion_0001_01572.png
ns_elephant_109,shape_biased,64,1,7,0.1146974303595054,25,1.0,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_geirhos_tl/size_64/generated/completions/completion_0001_04439.png
ns_elephant_109,shape_biased,64,2,75,0.11305598383985449,25,0.9999999999999227,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_geirhos_tl/size_64/generated/completions/completion_0001_02462.png
ns_elephant_109,shape_biased,64,3,77,0.11216971692615335,25,0.9999999349323478,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_geirhos_tl/size_64/generated/completions/completion_0001_02359.png
ns_elephant_109,shape_biased,64,4,66,0.11133810332682287,25,0.9999989923373662,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_geirhos_tl/size_64/generated/completions/completion_0001_02569.png
ns_elephant_109,shape_biased,64,5,47,0.1059483247764224,25,0.9999999999961614,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_geirhos_tl/size_64/generated/completions/completion_0001_01762.png
ns_elephant_109,texture_biased,8,1,0,0.10003457157568273,25,0.012575973697386516,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_tl_20250829/size_8/generated/completions/completion_0001_02102.png
ns_elephant_109,texture_biased,8,2,1,0.10002873537516542,25,0.012575160634118732,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_tl_20250829/size_8/generated/completions/completion_0001_02102.png
ns_elephant_109,texture_biased,8,3,2,0.10001789911462569,25,0.012573807619200031,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_tl_20250829/size_8/generated/completions/completion_0001_02102.png
ns_elephant_109,texture_biased,8,4,3,0.10001223411675887,25,0.01257300816932712,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_tl_20250829/size_8/generated/completions/completion_0001_02102.png
ns_elephant_109,texture_biased,8,5,4,0.1000009498865102,25,0.012571602053663701,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_tl_20250829/size_8/generated/completions/completion_0001_02102.png
ns_elephant_109,texture_biased,16,1,0,0.10003456565548952,25,0.012582337505842924,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_tl_20250829/size_16/generated/completions/completion_0001_08414.png
ns_elephant_109,texture_biased,16,2,1,0.10002704053900457,25,0.012581267696520007,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_tl_20250829/size_16/generated/completions/completion_0001_08414.png
ns_elephant_109,texture_biased,16,3,2,0.1000195115372803,25,0.012580191573013893,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_tl_20250829/size_16/generated/completions/completion_0001_08414.png
ns_elephant_109,texture_biased,16,4,3,0.10001198396658001,25,0.012579109404891846,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_tl_20250829/size_16/generated/completions/completion_0001_08414.png
ns_elephant_109,texture_biased,16,5,4,0.10000428783974333,25,0.012578007498238963,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_tl_20250829/size_16/generated/completions/completion_0001_08414.png
ns_elephant_109,texture_biased,32,1,20,0.13014182864608573,25,0.5001844303349147,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_tl_20250829/size_32/generated/completions/completion_0001_08645.png
ns_elephant_109,texture_biased,32,2,34,0.12984991200834456,25,0.4992862478483611,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_tl_20250829/size_32/generated/completions/completion_0001_08645.png
ns_elephant_109,texture_biased,32,3,7,0.10340951459955754,25,0.4680995052804156,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_tl_20250829/size_32/generated/completions/completion_0001_00141.png
ns_elephant_109,texture_biased,32,4,0,0.0909641248819528,25,0.013104390652306062,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_tl_20250829/size_32/generated/completions/completion_0001_09669.png
ns_elephant_109,texture_biased,32,5,1,0.09095712588404523,25,0.013101493484018489,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_tl_20250829/size_32/generated/completions/completion_0001_09669.png
ns_elephant_109,texture_biased,64,1,15,0.2935739986207778,25,0.9999875832909995,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_tl_20250829/size_64/generated/completions/completion_0001_04893.png
ns_elephant_109,texture_biased,64,2,0,0.14005700060195156,25,0.9999509341860362,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_tl_20250829/size_64/generated/completions/completion_0001_04689.png
ns_elephant_109,texture_biased,64,3,63,0.13607611094987462,25,0.957123083504424,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_tl_20250829/size_64/generated/completions/completion_0001_08522.png
ns_elephant_109,texture_biased,64,4,50,0.07683551876491126,25,0.8775916450590077,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_tl_20250829/size_64/generated/completions/completion_0001_06798.png
ns_elephant_109,texture_biased,64,5,4,0.07506443469655497,25,0.979173763975794,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_109/resnet50_tl_20250829/size_64/generated/completions/completion_0001_01885.png
ns_elephant_350,shape_biased,8,1,78,0.19994308877035014,25,0.9249519952888048,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_350/resnet50_geirhos_tl/size_8/generated/completions/completion_0001_09128.png
ns_elephant_350,shape_biased,8,2,4,0.09968440167025407,25,0.19743122647058933,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_350/resnet50_geirhos_tl/size_8/generated/completions/completion_0001_06576.png
ns_elephant_350,shape_biased,8,3,63,0.09884807905812054,25,0.20646281608699074,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_350/resnet50_geirhos_tl/size_8/generated/completions/completion_0001_00945.png
ns_elephant_350,shape_biased,8,4,40,0.09820906213857396,25,0.1841777221141125,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_350/resnet50_geirhos_tl/size_8/generated/completions/completion_0001_09679.png
ns_elephant_350,shape_biased,8,5,61,0.09696190991404244,25,0.17935300108970595,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_350/resnet50_geirhos_tl/size_8/generated/completions/completion_0001_09679.png
ns_elephant_350,shape_biased,16,1,4,0.15313852404320805,25,0.33077427106200935,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_350/resnet50_geirhos_tl/size_16/generated/completions/completion_0001_09565.png
ns_elephant_350,shape_biased,16,2,20,0.15265445271120978,25,0.3304344184390443,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_350/resnet50_geirhos_tl/size_16/generated/completions/completion_0001_09565.png
ns_elephant_350,shape_biased,16,3,32,0.1521842268747333,25,0.3301020734806209,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_350/resnet50_geirhos_tl/size_16/generated/completions/completion_0001_09565.png
ns_elephant_350,shape_biased,16,4,68,0.09126687109301918,25,0.8798627558678273,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_350/resnet50_geirhos_tl/size_16/generated/completions/completion_0001_02187.png
ns_elephant_350,shape_biased,16,5,11,0.07631566649119269,25,0.3001554994330436,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_350/resnet50_geirhos_tl/size_16/generated/completions/completion_0001_00310.png
ns_elephant_350,shape_biased,32,1,15,0.15962474102798632,25,0.9999525192859696,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_350/resnet50_geirhos_tl/size_32/generated/completions/completion_0001_00155.png
ns_elephant_350,shape_biased,32,2,6,0.15422031992676197,25,0.9999963486159422,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_350/resnet50_geirhos_tl/size_32/generated/completions/completion_0001_00020.png
ns_elephant_350,shape_biased,32,3,47,0.12053519798843143,25,0.9875373789450176,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_350/resnet50_geirhos_tl/size_32/generated/completions/completion_0001_08691.png
ns_elephant_350,shape_biased,32,4,22,0.09779420157874763,25,0.9846131200673885,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_350/resnet50_geirhos_tl/size_32/generated/completions/completion_0001_01404.png
ns_elephant_350,shape_biased,32,5,41,0.09079639208815159,25,0.9987300761760574,/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_elephant_350/resnet50_geirhos_tl/size_32/generated/completions/completion_0001_04786.png
