case_id,target_k,global_index,eligible_row,resp,arc_extracted,inside_len
s_fish_900,40,2444,2444,1.0,True,129
s_fish_900,40,4800,4800,1.0,True,127
s_fish_900,40,925,925,1.0,True,103
s_fish_900,40,9205,9205,1.0,True,104
s_fish_900,40,9199,9199,1.0,True,116
s_fish_900,40,2521,2521,1.0,True,99
s_fish_900,40,6967,6967,1.0,True,95
s_fish_900,40,6966,6966,1.0,True,113
s_fish_900,40,6199,6199,1.0,True,117
s_fish_900,40,6193,6193,1.0,True,125
s_fish_900,40,4056,4056,1.0,True,138
s_fish_900,40,9563,9563,1.0,True,93
s_fish_900,40,9545,9545,1.0,True,108
s_fish_900,40,430,430,1.0,True,114
s_fish_900,40,2454,2454,1.0,True,128
s_fish_900,40,2449,2449,1.0,True,108
s_fish_900,40,5448,5448,1.0,True,122
s_fish_900,40,2442,2442,1.0,True,98
s_fish_900,40,9174,9174,1.0,True,105
s_fish_900,40,9163,9163,1.0,True,137
s_fish_900,40,934,934,1.0,True,111
s_fish_900,40,4811,4811,1.0,True,105
s_fish_900,40,5475,5475,1.0,True,107
s_fish_900,40,2488,2488,1.0,True,120
s_fish_900,40,7811,7811,1.0,True,114
