case_id,source_model,occluder_size,cluster_rank,target_k,n_shapes_listed_in_cluster,n_shapes_averaged,n_shapes_failed,baseGrid_case,jsonl_path,npz_path,plot_path,members_csv_path,status,error
ns_cow_202,resnet50_geirhos_tl,16,1,50.0,25.0,25,0.0,256.0,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_cow_202/ns_cow_202_size16_top1cluster_mean_contour_k50.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_cow_202/ns_cow_202_size16_top1cluster_mean_contour_k50.npz,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_cow_202/ns_cow_202_size16_top1cluster_mean_contour_k50.png,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_cow_202/ns_cow_202_size16_top1cluster_mean_contour_k50_members.csv,ok,
ns_cow_205,resnet50_geirhos_tl,16,1,79.0,25.0,25,0.0,256.0,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_cow_205/ns_cow_205_size16_top1cluster_mean_contour_k79.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_cow_205/ns_cow_205_size16_top1cluster_mean_contour_k79.npz,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_cow_205/ns_cow_205_size16_top1cluster_mean_contour_k79.png,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_cow_205/ns_cow_205_size16_top1cluster_mean_contour_k79_members.csv,ok,
ns_cow_350,resnet50_geirhos_tl,16,1,56.0,25.0,25,0.0,256.0,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_cow_350/ns_cow_350_size16_top1cluster_mean_contour_k56.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_cow_350/ns_cow_350_size16_top1cluster_mean_contour_k56.npz,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_cow_350/ns_cow_350_size16_top1cluster_mean_contour_k56.png,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_cow_350/ns_cow_350_size16_top1cluster_mean_contour_k56_members.csv,ok,
ns_cow_510,resnet50_geirhos_tl,16,1,,,0,,,,,,,failed,No hidden arcs extracted for case ns_cow_510
ns_cow_780,resnet50_geirhos_tl,16,1,24.0,25.0,25,0.0,256.0,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_cow_780/ns_cow_780_size16_top1cluster_mean_contour_k24.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_cow_780/ns_cow_780_size16_top1cluster_mean_contour_k24.npz,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_cow_780/ns_cow_780_size16_top1cluster_mean_contour_k24.png,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_cow_780/ns_cow_780_size16_top1cluster_mean_contour_k24_members.csv,ok,
ns_dog_105,resnet50_geirhos_tl,16,1,19.0,25.0,25,0.0,256.0,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_dog_105/ns_dog_105_size16_top1cluster_mean_contour_k19.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_dog_105/ns_dog_105_size16_top1cluster_mean_contour_k19.npz,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_dog_105/ns_dog_105_size16_top1cluster_mean_contour_k19.png,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_dog_105/ns_dog_105_size16_top1cluster_mean_contour_k19_members.csv,ok,
ns_dog_214,resnet50_geirhos_tl,16,1,31.0,25.0,25,0.0,256.0,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_dog_214/ns_dog_214_size16_top1cluster_mean_contour_k31.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_dog_214/ns_dog_214_size16_top1cluster_mean_contour_k31.npz,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_dog_214/ns_dog_214_size16_top1cluster_mean_contour_k31.png,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_dog_214/ns_dog_214_size16_top1cluster_mean_contour_k31_members.csv,ok,
ns_dog_350,resnet50_geirhos_tl,16,1,1.0,25.0,25,0.0,256.0,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_dog_350/ns_dog_350_size16_top1cluster_mean_contour_k1.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_dog_350/ns_dog_350_size16_top1cluster_mean_contour_k1.npz,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_dog_350/ns_dog_350_size16_top1cluster_mean_contour_k1.png,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_dog_350/ns_dog_350_size16_top1cluster_mean_contour_k1_members.csv,ok,
ns_dog_69,resnet50_geirhos_tl,16,1,29.0,25.0,25,0.0,256.0,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_dog_69/ns_dog_69_size16_top1cluster_mean_contour_k29.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_dog_69/ns_dog_69_size16_top1cluster_mean_contour_k29.npz,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_dog_69/ns_dog_69_size16_top1cluster_mean_contour_k29.png,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_dog_69/ns_dog_69_size16_top1cluster_mean_contour_k29_members.csv,ok,
ns_dog_780,resnet50_geirhos_tl,16,1,,,0,,,,,,,failed,Missing shapes_xy.npz: /home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/data/cases/generated_from_best_occluders/ns_dog_780/resnet50_geirhos_tl/size_16/generated/shapes_xy.npz
ns_elephant_100,resnet50_geirhos_tl,16,1,28.0,25.0,25,0.0,256.0,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_elephant_100/ns_elephant_100_size16_top1cluster_mean_contour_k28.jsonl,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_elephant_100/ns_elephant_100_size16_top1cluster_mean_contour_k28.npz,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_elephant_100/ns_elephant_100_size16_top1cluster_mean_contour_k28.png,/home/hschatzle/data/storage-occ-v2/repos/monte-carlo-selection/results/occlusion/bgmm_generated_size16_both_models/source_resnet50_geirhos_tl/size_16/ns_elephant_100/ns_elephant_100_size16_top1cluster_mean_contour_k28_members.csv,ok,
